X,Y,Tm,P,tree_genus,BURNCLAS
-107.080776433713,60.3001678528643,15.5,8.7,Pice,4.0
-108.85518436583,60.0549931897945,16.9,38.3,Pinu,4.0
-107.842168006913,60.0944141513723,15.5,8.7,Pice,4.0
-113.426036108537,59.3468053478446,16.6,52.8,Popu,4.0
-104.490474354347,60.3959399975762,15.3,45.8,Pice,4.0
-128.785460004428,55.714559998762,16.4,40.0,Tsug,4.0
-111.607273164055,59.5852979093875,15.8,79.1,Pice,4.0
-128.765450005836,55.5189700016679,5.4,76.5,Tsug,4.0
-108.525171800284,59.6909059996582,15.6,24.1,Pinu,4.0
-113.805616630869,58.9969789472934,16.7,30.2,Pice,4.0
-112.5298075406,59.149925120744,16.1,85.2,Pice,4.0
-111.943917171076,59.2854683159664,16.1,85.2,Pinu,4.0
-107.831799899419,59.6793000994559,15.5,8.7,Pice,4.0
-113.852573015668,58.8569315624758,16.7,30.2,Popu,4.0
-108.135448529955,59.5228956365699,15.5,8.7,Pinu,4.0
-102.86721900074,59.7497327003256,15.8,3.2,Pice,4.0
-114.49811228436,58.4702215343937,12.7,7.8,Popu,4.0
-103.887067898517,59.5823072995802,15.8,3.2,Pice,4.0
-106.898836318717,59.2457290967637,15.3,18.9,Pice,4.0
-99.8996348390562,59.7118461801923,15.6,48.4,Pice,4.0
-97.2279077029843,59.763427868042,13.8,63.4,Pice,4.0
-99.4488470862285,59.6541233256038,15.6,48.4,Pice,4.0
-107.442107009878,59.0594324568672,15.5,8.7,Pinu,4.0
-102.995132200718,59.3819223002849,15.8,3.2,Pice,4.0
-107.788356313497,58.8271775670226,15.5,8.7,Pice,4.0
-109.819148575677,58.6717499786799,16.9,90.0,Pinu,4.0
-100.373302753261,59.2971351114029,13.9,63.8,Pice,4.0
-106.845715613131,58.9339658141704,14.8,45.2,Pice,4.0
-102.630710199415,59.1747461005573,15.8,3.2,Pice,4.0
-101.649185629501,59.253705978526,13.9,63.8,Pice,4.0
-99.7359432015559,59.2737368987526,15.6,48.4,Pice,4.0
-97.8711392991826,59.3209875006236,15.9,42.8,Pice,4.0
-61.8916353755633,54.4119153050155,10.1,120.0,Pice,4.0
-110.656282194739,58.3363925580406,16.9,90.0,Pinu,4.0
-104.043733637168,58.9708110534789,15.8,3.2,Pice,4.0
-97.1423099911281,59.2007907155553,15.9,42.8,Pice,4.0
-97.5747932479943,59.2601307656435,15.9,42.8,Pice,4.0
-101.472142424912,59.0253928511893,16.1,50.2,Pice,4.0
-100.065703903023,59.1297333598529,15.6,48.4,Pice,4.0
-121.232071002944,56.2732679972543,10.4,13.2,Popu,4.0
-98.3379729718481,59.0886931963507,15.9,42.8,Pice,4.0
-96.3182981989305,59.117795200055,15.9,42.8,Pice,4.0
-99.983397626437,58.9463582551836,15.6,48.4,Pice,4.0
-62.8304087885854,54.4182730709105,14.3,102.8,Pice,4.0
-97.5005190986553,58.9217311001422,15.9,42.8,Pice,4.0
-99.3182611629834,58.9052483105095,15.6,48.4,Pice,4.0
-121.267579999671,55.9893399954156,10.4,13.2,Popu,4.0
-97.8337866985491,58.9330357997957,15.9,42.8,Pice,4.0
-96.7127711982773,58.9365912002265,15.9,42.8,Pice,4.0
-99.5891526127595,58.6661164532446,15.6,48.4,Pice,4.0
-123.621983000841,55.2021889992507,16.7,69.3,Pinu,4.0
-117.154926741234,56.7123206239297,14.8,53.3,Popu,4.0
-106.27808540176,58.1275606436181,14.8,61.4,Pinu,4.0
-98.6709933754805,58.7376272409352,15.6,48.4,Pice,4.0
-101.686192966747,58.5580171791663,15.5,36.7,Pice,4.0
-101.828299446926,58.3177250485121,15.8,3.2,Pice,4.0
-126.111892006707,54.3168710024174,3.7,32.8,Pinu,4.0
-106.843499459877,58.0971819039357,14.8,61.4,Pinu,4.0
-100.636636910973,58.4805466839785,16.1,50.2,Pice,4.0
-61.7319968797548,53.5676670738399,17.5,68.0,Pice,4.0
-99.4235217158504,58.4843565332504,15.6,48.4,Pice,4.0
-100.575791717461,58.3511450129867,16.1,50.2,Pice,4.0
-95.5007573207219,58.4458526971238,13.6,52.0,Pice,4.0
-94.1961485072306,58.463582459996,10.6,0.0,Pice,4.0
-94.0503007401485,58.4625312586199,10.6,0.0,Pice,4.0
-125.843488570397,54.1115218803921,15.0,41.4,Pinu,4.0
-100.162870305024,58.3121768805698,13.8,63.4,Pice,4.0
-72.5278367013126,56.2225061093871,11.4,57.1,Pice,4.0
-107.947524581997,57.6707977647916,16.3,98.7,Pinu,4.0
-61.2876157201936,53.0411017921715,17.5,68.0,Pice,4.0
-95.9113935275888,57.9632774097224,16.8,39.0,Pice,4.0
-124.809360005759,54.2882700016522,16.4,14.0,Pinu,4.0
-66.5443870139621,54.6590820013872,13.9,92.4,Pice,4.0
-94.3569048987654,58.2310375794334,13.6,52.0,Pice,4.0
-101.243305189442,57.970288622319,15.5,36.7,Pice,4.0
-102.819210799595,57.8992200003472,16.4,81.0,Pice,4.0
-103.473051300882,57.7962747005581,15.8,3.2,Pice,4.0
-100.872182906262,57.9447604374322,16.5,12.5,Pice,4.0
-100.397335319152,57.9204142783017,15.5,36.7,Pice,4.0
-94.4128450433688,58.0364472321108,10.6,0.0,Pice,4.0
-66.5678489014596,54.3281014341384,13.9,92.4,Pice,4.0
-104.434729166045,57.5893857261806,11.1,32.3,Pice,4.0
-100.427209511828,57.7796704918871,15.5,36.7,Pice,4.0
-100.59922321199,57.7334158173775,15.5,36.7,Pice,4.0
-104.378631135092,57.4956788351134,11.1,32.3,Pice,4.0
-66.5462444257631,54.1094716109658,13.9,92.4,Pice,4.0
-126.075654002193,53.2856560008192,12.5,22.1,Pinu,4.0
-61.4385978460856,52.339481274086,17.5,68.0,Pice,4.0
-106.620439500075,57.0322367007463,16.2,33.8,Pinu,4.0
-122.913410003284,54.0559099989645,12.3,136.6,Pinu,4.0
-108.762164094662,56.833678480031,11.8,15.8,Pice,4.0
-104.693172493227,57.1839844968246,15.5,26.6,Pice,4.0
-97.5783928407084,57.5241715108828,16.1,77.4,Pice,4.0
-100.753608670344,57.4141313559377,15.5,36.7,Pice,4.0
-95.391133838011,57.5893624682994,16.6,48.4,Pice,4.0
-95.0933871275641,57.4946633641593,16.6,48.4,Pice,4.0
-101.849011999571,57.3103976008303,15.5,36.7,Pice,4.0
-96.4886706099962,57.4963996611603,16.8,39.0,Pice,4.0
-94.1701718995455,57.3862866002381,13.6,52.0,Pice,4.0
-96.9056906481982,57.4376342913818,16.8,39.0,Pice,4.0
-98.6071041737508,57.3157684578467,15.6,48.4,Pice,4.0
-100.14535643498,57.1772187041633,7.8,7.0,Pice,4.0
-99.8300363206601,57.1678413855302,16.1,50.2,Pice,4.0
-112.464863402175,55.895543226047,14.8,68.1,Pice,4.0
-106.674051600483,56.6281968003738,16.2,33.8,Pinu,4.0
-90.4429427995565,57.128014442962,17.1,27.8,Pice,4.0
-69.3218286717903,54.1200362472269,13.1,109.4,Pice,4.0
-61.5374493832631,51.4948192992362,14.7,61.4,Pice,4.0
-96.5413531305214,57.0602260356019,16.8,39.0,Pice,4.0
-91.6343480000842,57.0008055003726,18.0,45.5,Pice,4.0
-96.6393280701229,57.0122486187265,16.8,39.0,Pice,4.0
-95.5434228985732,56.9677726999969,13.9,4.4,Pice,4.0
-64.3236066759981,52.364233429904,14.3,102.8,Pice,4.0
-125.076529029822,52.7089243129886,18.6,27.4,Pinu,4.0
-91.8343881998683,56.9201094000437,16.6,48.4,Pice,4.0
-120.791920003833,53.8744200016659,13.0,61.8,Pseu,4.0
-121.845869998425,53.4680200028705,18.4,59.6,Abie,4.0
-93.2522796676929,56.8152264062436,16.6,48.4,Pice,4.0
-106.885842906064,56.050331171081,11.8,15.8,Pinu,4.0
-66.6717016905013,52.9992074769193,13.8,69.3,Pice,4.0
-89.7984986987677,56.5940126000255,12.8,18.5,Pice,4.0
-104.794812309302,56.1575617844999,15.3,141.8,Pinu,4.0
-61.1930850910174,51.0246078726674,14.7,61.4,Pice,4.0
-64.3952640195996,52.1068886462339,15.6,12.8,Pice,4.0
-105.220075918093,56.1146790507583,10.7,12.6,Pinu,4.0
-96.9656285850874,56.5248397938364,16.8,39.0,Pice,4.0
-62.3866728347262,51.2838547699392,15.6,12.8,Pice,4.0
-64.0085835144838,51.8988159903948,15.6,12.8,Pice,4.0
-73.9808366984378,54.5038799311326,14.7,228.0,Genc,4.0
-95.2993389775986,56.4073360550065,16.6,48.4,Pice,4.0
-92.9166540986362,56.3305694999301,16.6,48.4,Pice,4.0
-126.361152406153,51.7710108982467,17.8,58.6,Abie,4.0
-92.4805859868668,56.4183249910667,16.6,48.4,Pice,4.0
-77.5148368722804,55.0779836407256,11.6,83.4,Pice,4.0
-63.3939689706783,51.619250042192,15.6,12.8,Pice,4.0
-66.156902437585,52.4671100579626,13.8,69.3,Pice,4.0
-121.696590001802,53.0822899959618,3.8,89.4,Abie,4.0
-77.6534992131431,55.0082107455786,11.6,83.4,Pice,4.0
-96.4383975977655,56.2785046995792,16.8,39.0,Pice,4.0
-77.2332912133624,54.9023150392807,11.6,83.4,Pice,4.0
-103.983635181855,55.9362817793927,12.1,72.4,Pinu,4.0
-95.8422357997903,56.1170477998732,16.8,39.0,Pice,4.0
-121.735490006113,52.893720000669,3.8,89.4,Pinu,4.0
-93.2521961110617,56.2523138057982,16.6,48.4,Pice,4.0
-77.9126133406344,54.9186683511971,11.6,83.4,Pice,4.0
-116.17526515861,54.1286338440827,13.2,0.0,Popu,4.0
-66.3797683403428,51.5032758672823,17.8,7.4,Pice,4.0
-77.7762758600297,54.8290825002902,11.6,83.4,Pice,4.0
-94.1086699998119,56.1508743673775,16.6,48.4,Pice,4.0
-92.918943999149,56.1244443994658,16.6,48.4,Pice,4.0
-65.100923600372,51.5674845998888,15.1,58.8,Pice,4.0
-78.1267594974563,54.6789421002132,11.6,83.4,Pice,4.0
-106.431094599561,55.3943059997239,15.3,141.8,Pice,4.0
-103.359011010737,55.6330987933525,16.1,51.7,Pinu,4.0
-77.5130658689016,54.4869158092985,11.6,83.4,Pice,4.0
-100.460012098941,55.7105594000457,16.0,63.7,Pice,4.0
-119.963180001862,52.9636600025321,17.0,75.0,Pice,4.0
-124.192140000661,51.7250499970292,9.6,61.7,Pinu,4.0
-120.161462631682,52.7997026742671,17.0,75.0,Pinu,4.0
-73.0011683994105,53.5258463002558,14.8,240.2,Pice,4.0
-69.1340163808291,52.5499595932142,13.8,69.3,Pice,4.0
-99.2618501891223,55.659581145731,16.1,77.4,Pinu,4.0
-62.5801814822565,50.4390013279214,14.7,119.9,Abie,4.0
-65.3746808213028,51.3994711208376,15.1,58.8,Pice,4.0
-71.4961868812553,52.6380952586149,15.8,0.0,Genc,4.0
-96.3130436988014,55.5089533005986,16.8,39.0,Pice,4.0
-82.4143027005458,54.7465488000169,14.0,44.5,Pinu,4.0
-70.4312079425914,52.577182427512,15.8,0.0,Pice,4.0
-88.9270160550868,55.2591622642667,12.8,18.5,Pice,4.0
-96.1408363738264,55.3141332519384,16.8,39.0,Pice,4.0
-119.421773459771,52.4937943714881,17.1,42.8,Abie,4.0
-68.1178484351065,51.752766723778,13.8,69.3,Pice,4.0
-126.553340000966,50.3479730014245,9.9,116.6,Tsug,4.0
-71.9881275437954,52.6788527285404,15.8,0.0,Pice,4.0
-115.414733217517,53.1119691556681,15.8,105.1,Pice,4.0
-76.8567725646744,53.4389290692323,14.8,90.2,Pice,4.0
-103.341426539119,54.6070879139989,14.4,41.0,Pice,4.0
-126.010599004878,50.0791179975055,10.7,49.4,Tsug,4.0
-126.050379000224,50.0058629954239,10.7,49.4,Pseu,4.0
-126.516978996248,49.7810879996686,9.9,114.6,Thuj,4.0
-70.3718796010781,51.8014299545762,15.8,0.0,Genc,4.0
-73.3797003986581,52.2705248003165,14.8,240.2,Pice,4.0
-78.8055204182277,53.4361357714978,14.8,90.2,Pice,4.0
-122.673748001867,50.862881001124,19.6,50.7,Lari,4.0
-116.112037942753,52.4478496631914,13.6,76.5,Pinu,4.0
-70.8713496965811,51.7480489742127,15.8,0.0,Pice,4.0
-71.2425221247215,51.7445970447347,15.8,0.0,Genc,4.0
-89.9876142995875,54.4013268001503,17.1,27.8,Pice,4.0
-66.0785524658628,50.2901025010306,15.1,44.8,Abie,4.0
-78.533034270553,53.0924057985049,14.8,90.2,Pice,4.0
-84.7515662999047,53.8261513998866,14.0,44.5,Pice,4.0
-85.6153196233207,53.8697961780069,14.0,44.5,Pice,4.0
-95.3788219979321,54.2925006079962,17.2,81.2,Pice,4.0
-77.5998081119482,52.4191661372584,14.8,90.2,Pice,4.0
-74.2171077366606,52.1673000440975,14.7,228.0,Pice,4.0
-119.8234708777,51.1842710566013,13.4,29.4,Pseu,4.0
-89.8156764002097,54.1026511004236,16.9,41.8,Pice,4.0
-87.740651699171,53.9422977003458,16.7,86.4,Pice,4.0
-89.9464387816107,54.0447212369064,13.5,0.0,Pice,4.0
-73.2498985924891,51.7627934564515,15.8,0.0,Pice,4.0
-75.2858420457211,51.5140908709644,16.5,77.8,Genh,4.0
-95.3820158992929,54.0845999996698,18.7,58.8,Pice,4.0
-96.4106601456801,54.0732951424687,12.9,56.0,Pinu,4.0
-90.6073474846236,53.9248636437181,17.1,27.8,Pice,4.0
-67.9327944685285,50.3761523435175,19.2,0.0,Abie,4.0
-89.6682304994531,53.9122943000232,13.2,26.3,Pice,4.0
-120.171913996423,50.9215380008155,19.2,17.0,Pseu,4.0
-71.5084571655933,51.2617298000756,15.8,0.0,Pinu,4.0
-95.6282857997514,53.9852108005721,17.2,81.2,Pice,4.0
-120.972109979616,50.6540808857876,18.8,55.5,Pseu,4.0
-93.6002459292124,53.9482786826521,16.1,90.5,Pinu,4.0
-78.6054118838955,52.6811385588593,14.8,90.2,Pice,4.0
-99.600720957439,53.8541702401617,17.0,44.7,Pinu,4.0
-78.3679742395311,52.6342113285693,14.8,90.2,Pice,4.0
-78.6404707173817,52.632646873296,14.8,90.2,Pice,4.0
-78.5625192292152,52.623639554836,14.8,90.2,Pice,4.0
-95.5649273982122,53.8945430998772,17.2,81.2,Pice,4.0
-72.2884231400378,51.3203820918386,15.8,0.0,Pice,4.0
-76.1339471137374,52.1150862944761,14.8,90.2,Pice,4.0
-95.950691799338,53.7746775002593,17.2,81.2,Pinu,4.0
-91.9881971047332,53.6952743080097,11.7,34.1,Pice,4.0
-95.9648108001675,53.7079292996859,17.2,81.2,Pinu,4.0
-73.3380396543913,51.3979902292595,17.4,4.1,Genc,4.0
-76.8161785626226,52.0475791343064,14.8,90.2,Genc,4.0
-69.5094662947424,50.4142581316919,15.9,85.0,Pice,4.0
-88.8299120127374,53.4342096309992,16.9,41.8,Pice,4.0
-84.9407184936688,53.0987183105479,14.0,44.5,Pice,4.0
-89.1674656380399,53.3932261223889,13.2,26.3,Pice,4.0
-73.9504141524512,51.313962829922,16.9,130.4,Genc,4.0
-73.5164515241233,51.2687327284324,17.4,4.1,Pice,4.0
-84.3405650107387,52.9395820387902,14.0,44.5,Pice,4.0
-124.882560261614,48.8146186423543,10.9,91.0,Thuj,4.0
-120.876766211643,50.0226063416622,5.1,20.0,Pseu,4.0
-116.194096332361,51.1261688626263,11.8,75.8,Abie,4.0
-95.1103055299672,53.2708524965688,18.7,58.8,Pice,4.0
-91.5839325005922,53.1715611996026,18.0,45.5,Pice,4.0
-90.9500817699993,53.0902492235512,11.7,34.1,Pice,4.0
-84.6772004529521,52.5983351632085,14.0,44.5,Pice,4.0
-118.142141001613,50.3912789973239,6.5,19.4,Pseu,4.0
-90.964036899461,52.9618945995568,18.0,45.5,Pice,4.0
-94.0663503005974,52.9907511998584,17.4,45.5,Pice,4.0
-92.079110476153,52.9614052035294,11.7,34.1,Pice,4.0
-117.379668006236,50.5073789988498,15.5,127.4,Pseu,4.0
-90.3594827006662,52.9054379997841,13.4,30.5,Pice,4.0
-87.9563363168448,52.658519590081,16.7,86.4,Pice,4.0
-76.5927435292568,51.0833834634073,16.9,60.4,Pice,4.0
-96.9920789404447,52.8391906152084,16.6,109.9,Pice,4.0
-120.139315000732,49.6353890030285,13.6,58.4,Pinu,4.0
-75.7866908596044,50.8485009526334,16.5,77.8,Pice,4.0
-115.60650000422,50.5020999964697,12.2,46.8,Pinu,4.0
-95.8434373493153,52.4396763588938,16.6,109.9,Pinu,4.0
-117.624279994039,49.6254199968345,21.9,18.0,Abie,4.0
-87.981058062442,51.9165725911587,16.7,86.4,Pice,4.0
-117.177821995467,49.6525610020039,7.6,10.0,Pseu,4.0
-88.4590928194495,51.8611728108043,13.8,42.3,Pice,4.0
-86.9651284995576,51.7523073995117,16.7,86.4,Pice,4.0
-98.6087259274589,51.6989922998211,10.3,19.2,Popu,4.0
-94.3825324977534,51.4944216600255,17.8,63.9,Pice,4.0
-87.0966132615074,51.1699076006149,16.3,170.6,Pice,4.0
-83.8924606044824,50.6531541552556,16.3,196.6,Pice,4.0
-102.668134249153,50.5544977117235,13.8,32.7,Popu,4.0
-126.484414141725,60.5839626639163,15.7,57.6,Pice,4.0
-129.498439920925,61.4909824026944,13.2,96.4,Pice,4.0
-131.785753629411,61.7128718792529,14.7,35.2,Pinu,4.0
-130.617215571325,62.4207008404841,11.6,50.5,Abie,4.0
-135.158295380417,61.2046728756203,14.5,33.5,Pice,4.0
-134.847850725053,61.5132645588083,15.3,71.7,Pice,4.0
-134.804227907564,61.8917416038863,14.5,33.5,Popu,4.0
-136.959380786332,61.2696748580411,13.9,32.3,Pice,4.0
-131.042276142445,63.4018929325718,10.2,84.2,Abie,4.0
-135.131096176083,62.1948413236936,15.5,22.7,Pice,4.0
-134.163554337517,62.5545427156045,14.5,32.6,Abie,4.0
-132.821821982817,63.1383758177126,14.6,76.0,Pice,4.0
-132.345739209744,63.6149103764931,14.7,35.2,Pice,4.0
-134.992024059686,63.3938355366128,15.1,42.2,Pice,4.0
-134.260720892398,63.9064153940507,15.1,42.2,Abie,4.0
-130.949513983228,63.2312425319307,11.6,50.5,Abie,4.0
-133.333609807912,64.2516440221107,14.7,35.2,Abie,4.0
-134.169239290239,64.2151500717291,16.5,22.7,Abie,4.0
-138.828971033866,62.9167857140152,15.0,19.4,Pice,4.0
-136.547375010789,64.3965551142201,16.5,22.7,Pice,4.0
-140.938935419038,63.3178034255418,15.5,88.4,Pice,4.0
-134.144736410257,65.941773095523,15.3,85.0,Pice,4.0
-137.598862040495,65.6693482458101,15.2,35.2,Pice,4.0
-140.192016269568,63.2881651439848,14.3,107.8,Pice,4.0
-137.82641982095,64.174745477305,14.0,42.6,Pice,4.0
-138.830816137598,63.8210813557788,16.8,21.0,Pice,4.0
