X,Y,Tm,P,S,BS,Tx,POLY_HA,tree_genus,BURNCLAS
-60.1698622987969,46.1856923831531,9.5,53.6,0.0,,30.1,4.33751129352,Acer,4.0
-65.002013594099,47.4752336458209,9.9,52.2,0.0,,,0.98542555053,Abie,4.0
-64.6427139114056,45.3963347753759,9.4,59.4,,,25.1,0.20195877543,Abie,4.0
-67.7527298389074,47.0062290457122,11.9,89.0,,,29.8,0.49029827585,Genh,4.0
-65.8847128417487,46.6136045498249,12.1,43.4,,,30.9,5.09296713185,Abie,4.0
-64.7045496775123,46.4837924899477,16.6,202.7,,,30.7,0.09743353837,Acer,4.0
-59.9548980839627,46.1349984344761,9.6,66.5,,,30.2,2.01652084731,Abie,4.0
-63.468616846235,44.7456317506114,9.8,8.1,0.0,,22.0,0.10114147446,Acer,4.0
-66.7887944130376,45.1292521420444,9.1,64.9,,,23.7,0.19246065528,Abie,4.0
-63.8805420287061,45.0186471184092,16.9,102.7,0.0,,25.0,0.01010709079,Alnu,4.0
-67.2011818659691,47.0133562399223,15.5,71.3,0.0,,31.2,0.09788637722,Abie,4.0
-67.5519782803261,46.1628815242536,12.9,94.0,0.0,,30.5,0.19430845185,Abie,4.0
-65.7089535607137,45.6507076898859,9.3,73.6,2.0,,24.0,0.48439090129,Alnu,4.0
-65.6918916803257,44.5686632637581,17.1,45.8,,,28.8,0.25354083484,Abie,4.0
-64.8801576361302,45.0188185187306,21.7,60.4,0.0,,32.2,0.10113414228,Pinu,4.0
-64.1542530924324,45.8099633232543,20.6,100.5,,,28.9,0.05040201964,Pice,4.0
-64.9651724886455,46.4013797365994,21.0,84.5,,,32.3,0.29236866289,Abie,4.0
-66.4878642707067,46.0514836919966,14.5,116.1,,,28.4,0.29145077158,Popu,4.0
-64.667980040343,44.1599550545461,9.4,45.6,,,25.1,0.30464440847,Pice,4.0
-66.0538169794124,47.8942690638512,10.0,84.9,,,29.1,0.09861709411,Abie,4.0
-67.4220035473787,46.8295743281058,12.7,89.0,0.9,,31.5,0.58761587452,Abie,4.0
-65.0621004178291,47.5266143945436,9.9,52.2,0.0,,,6.91100397909,Abie,4.0
-62.8179238134384,44.786388119678,10.9,0.0,,,21.9,0.00798538869,Pice,4.0
-66.5494176423019,45.9124281190919,16.8,202.6,,,32.3,1.94532370592,Abie,4.0
-64.8050149976097,44.2610183830602,16.4,83.8,,,28.4,0.10142066779,Pice,4.0
-63.1297546578675,45.6505841813616,11.8,41.6,0.0,,31.0,0.50493376913,Abie,4.0
-67.1493237436336,45.3462967017877,11.8,44.0,,,29.6,3.38796596591,Abie,4.0
-66.7588163842291,46.2926125143323,13.5,124.7,0.0,,29.0,0.29208473938,Abie,4.0
-66.6473315753113,45.5262505971265,12.8,69.4,,,28.9,0.96854324084,Abie,4.0
-67.4242771268969,45.2567166712235,11.8,44.0,,,29.6,0.09634610058,Thuj,4.0
-62.0822511671047,45.3863256087748,12.0,0.0,0.0,,35.0,2.7324560502,Abie,4.0
-66.7090514365212,45.1143681319785,3.5,98.6,,,14.1,4.54031128461,Abie,4.0
-65.7590886714916,47.3985996456572,19.4,103.0,,,32.3,0.39336842815,Pice,4.0
-64.0053039593249,44.9873900902681,15.2,181.0,0.0,,31.0,0.91230292456,Acer,4.0
-66.1575458768379,45.7908774499686,12.9,79.8,0.0,,29.2,1.16538211525,Popu,4.0
-61.8942888442347,45.2774357064923,12.0,0.0,0.0,,35.0,0.10085239489,Abie,4.0
-67.5629764125348,46.8912961933933,12.7,89.0,0.9,,31.5,0.7841808569,Abie,4.0
-65.7786434198902,47.454027489702,17.0,89.5,,,29.6,0.98524872467,Pice,4.0
-67.4150769059134,46.3587810266814,12.9,94.0,0.0,,30.5,0.19465025312,Abie,4.0
-65.8818052802582,47.5777095077007,11.3,51.4,0.0,,31.2,0.09835776362,Abie,4.0
-62.7547614196686,45.5773831133806,12.3,36.0,0.0,,32.0,0.40383625447,Pice,4.0
-61.9678505994478,45.5772132065276,9.8,50.2,,,31.0,0.51488632096,Acer,4.0
-67.7341835002273,46.8748589090444,12.7,89.0,0.9,,31.5,1.1767316518,Abie,4.0
-63.1559668403433,44.7365624880743,18.1,28.2,0.0,,30.5,0.10112285632,Pice,4.0
-62.0807988635256,45.318352743757,12.0,0.0,0.0,,35.0,0.6063788891,Abie,4.0
-63.515812498543,45.0778943995266,11.4,57.0,0.4,,26.8,3.69161128286,Abie,4.0
-60.7570553527893,45.6086479406799,9.9,57.8,,,26.0,0.20135409109,Pice,4.0
-60.1165397702525,46.2434107249031,9.5,53.6,0.0,,30.1,1.81521655429,Pice,4.0
-61.0962079974616,46.400388655936,9.8,84.5,,,28.6,1.81431357469,Abie,4.0
-60.2544762408541,46.226426825616,9.5,53.6,0.0,,30.1,2.52214785441,Alnu,4.0
-66.8316268501671,46.0320872152886,13.5,124.7,0.0,,29.0,0.0970393662,Abie,4.0
-62.5941198594002,45.5594641593986,10.8,50.4,,,30.4,0.10080165812,Pice,4.0
-65.8241151558881,46.9690771154535,12.6,40.5,,,30.1,0.98117229931,Abie,4.0
-66.7626444917502,45.1391522322911,9.1,64.9,,,23.7,0.19247847341,Abie,4.0
-65.0426907117869,43.8605260943024,16.4,83.8,,,28.4,0.01015989809,Acer,4.0
-62.5819875208574,45.6273784956293,10.8,50.4,,,30.4,2.22494931594,Abie,4.0
-65.1175253216428,44.370037689475,12.1,64.2,,,26.3,0.10140097217,Pice,4.0
-66.9571035946472,45.3352980208906,11.8,44.0,,,29.6,2.9033566487,Abie,4.0
-62.6687865972072,45.5363909447254,10.8,50.4,,,30.4,1.01099363817,Acer,4.0
-63.7807465122932,44.6596109753817,8.9,8.4,0.0,,25.0,0.10119471969,Pice,4.0
-65.7435646959842,43.6698931489484,8.5,0.0,0.0,,17.0,1.22454107325,Acer,4.0
-62.3318503104463,45.5500595732945,9.8,50.2,,,31.0,6.07249422834,Abie,4.0
-66.3968252726946,48.0287963963225,10.0,84.9,,,29.1,0.3954378671,Genh,4.0
-59.8838181197983,46.1859624670345,9.6,66.5,,,30.2,11.4016875092,Pice,4.0
-66.6658072973812,47.9816875256621,10.0,84.9,,,29.1,0.09868810159,Abie,4.0
-65.9395359999763,44.1668675922116,17.4,47.8,,,25.9,0.01015437503,Acer,4.0
-66.9874725852088,45.1937668759211,11.8,44.0,,,29.6,0.09628901479,Pice,4.0
-64.9232850786948,47.5026619104167,9.9,52.2,0.0,,,0.098295854,Pice,4.0
-62.5672829677629,45.627358065516,18.2,39.3,,,29.3,1.21294724937,Abie,4.0
-66.7758032265062,46.338649152709,13.5,124.7,0.0,,29.0,4.00537392665,Abie,4.0
-66.9763348058045,45.1962814801107,11.8,44.0,,,29.6,0.19258265565,Abie,4.0
-66.8340145525702,45.1518519813904,9.1,64.9,,,23.7,0.19250162772,Abie,4.0
-63.8290499399125,45.6100212494902,18.0,66.0,,,29.3,0.10085533824,Abie,4.0
-67.4588398885186,46.2983978923437,12.9,94.0,0.0,,30.5,0.48725406411,Abie,4.0
-60.0943080980116,46.2273447410605,9.5,53.6,0.0,,30.1,0.30166231992,Abie,4.0
-67.6929660308868,47.0215223258231,11.9,89.0,,,29.8,0.98161712505,Thuj,4.0
-65.8696948705329,46.1938135806232,12.1,43.4,,,30.9,0.19436250469,Tsug,4.0
-63.2674693121376,45.0366041999342,11.3,63.4,0.0,,28.5,1.21737340508,Abie,4.0
-64.8785647262915,47.6095501276078,9.9,52.2,0.0,,,1.97442951457,Pice,4.0
-60.2686516851433,46.217734951457,9.5,53.6,0.0,,30.1,0.50326434405,Alnu,4.0
-61.7329627529633,45.4176591953591,10.8,47.1,,,30.8,12.7567521257,Abie,4.0
-62.755906686942,45.5453903017105,12.3,36.0,0.0,,32.0,1.01101455471,Abie,4.0
-65.3186642032684,43.7791545759363,15.7,62.7,,,24.1,0.14231519977,Acer,4.0
-64.4935082995153,45.1865795032393,12.4,43.8,,,28.6,0.10104751992,Pice,4.0
-65.880630770705,46.7378595464945,12.1,43.4,,,30.9,0.0976520309,Abie,4.0
-66.6226174871566,46.1444677281564,19.1,37.0,,,29.0,0.09713809112,Popu,4.0
-67.7008612964755,46.3890472934331,18.4,56.0,0.0,,30.0,0.09735128955,Pinu,4.0
-60.2695863150364,46.2857498735986,9.5,53.6,0.0,,30.1,2.8240212324,Pice,4.0
-64.3812007372586,45.0687176913479,12.4,43.8,,,28.6,2.02871985834,Alnu,4.0
-61.0688597377024,45.3359670785263,10.9,185.7,,,23.2,0.16125051682,Pice,4.0
-66.0575910738494,46.0275146397349,20.6,105.7,0.0,,30.3,0.19407057708,Popu,4.0
-66.8466942780566,45.155263899547,11.8,44.0,,,29.6,1.44842427662,Pice,4.0
-66.0194082217266,43.8476592951416,10.2,54.6,,,19.7,0.30533933437,Acer,4.0
-63.23068042206,44.9686306441731,11.3,63.4,0.0,,28.5,0.65825809908,Abie,4.0
-64.6988958422499,45.7386625291282,9.8,82.0,,,23.3,0.09677947048,Pice,4.0
-60.1828566497314,46.1680603853027,9.5,53.6,0.0,,30.1,0.80588445476,Abie,4.0
-60.2814267937921,45.8950495331347,9.9,57.8,,,26.0,0.50373884454,Abie,4.0
-66.6986248521935,47.9981678716729,10.0,84.9,,,29.1,1.1879549133,Abie,4.0
-61.0061758687035,45.9487938681184,9.9,57.8,,,26.0,1.68567049453,Pice,4.0
-60.055986063526,46.1994074636489,9.5,53.6,0.0,,30.1,3.22709414781,Thuj,4.0
-67.0323256605899,45.9041403142279,18.9,52.6,0.0,,29.0,0.48552000674,Abie,4.0
-64.5687751526419,44.2959289570482,9.4,45.6,,,25.1,0.1013895665,Pice,4.0
-64.4931470844684,44.7595661393286,12.4,43.8,,,28.6,0.50696212747,Abie,4.0
-64.9421211741526,47.5964137205376,9.9,52.2,0.0,,,0.39402400428,Lari,4.0
-66.7439033481075,45.3333574713826,9.1,64.9,,,23.7,0.09641561768,Alnu,4.0
-67.5195266234449,46.391311391402,12.9,94.0,0.0,,30.5,0.19470665216,Abie,4.0
-63.7681350594279,44.8507079272785,8.9,8.4,0.0,,25.0,0.40511264071,Abie,4.0
-63.3938768532803,44.7455119272915,9.8,8.1,0.0,,22.0,0.10113620984,Pice,4.0
-67.1633129329362,46.1006136471658,13.5,124.7,0.0,,29.0,2.2411750115,Abie,4.0
-66.8785149581279,45.2122018213718,11.8,44.0,,,29.6,0.19261147301,Abie,4.0
-67.57432408629,46.0546990032646,12.9,81.8,,,29.9,0.29145899316,Abie,4.0
-67.5888106314374,47.0228094822371,11.9,89.0,,,29.8,1.9646020729,Abie,4.0
-64.6866558273782,47.7144281955777,9.9,48.8,,,29.5,0.69090667637,Pice,4.0
-64.6904067429847,47.7983224844869,9.9,48.8,,,29.5,0.0985388861,Faxe,4.0
-66.7139963893503,45.935267512161,12.8,69.4,,,28.9,0.09695389219,Abie,4.0
-63.4814346750211,45.0775939184801,11.4,57.0,0.4,,26.8,0.91170123057,Acer,4.0
-65.1248335685696,47.2312714159197,12.6,40.5,,,30.1,0.09806980112,Abie,4.0
-63.51732198518,44.9688873840348,17.2,75.6,0.0,,29.2,0.01010649473,Pice,4.0
-62.6945273283805,45.4864357185247,12.3,36.0,0.0,,32.0,1.4161639246,Abie,4.0
-61.555241175212,45.6769311147419,10.8,47.1,,,30.8,0.3024008949,Abie,4.0
-63.602500068804,44.6003177992431,17.6,30.3,,,29.8,0.20240818215,Abie,4.0
-64.2235982565073,46.1958636983468,20.6,100.5,,,28.9,0.09718301024,Abie,4.0
-67.7135380137921,46.5875281895548,12.7,89.0,0.9,,31.5,2.93664963998,Genh,4.0
-66.6031432589466,45.7203831435963,12.8,69.4,,,28.9,2.9137699587,Popu,4.0
-63.3048976542827,44.9687822316946,11.4,57.0,0.4,,26.8,0.10105001686,Abie,4.0
-63.2175427758286,44.9956792449255,11.3,63.4,0.0,,28.5,0.00101032932,Abie,4.0
-62.5687199792512,45.5593841784807,10.8,50.4,,,30.4,0.40381656779,Pice,4.0
-66.6545959718222,45.8500676649081,6.5,84.5,,,20.2,0.09687841299,Popu,4.0
-66.7889923447343,45.133387371362,9.1,64.9,,,23.7,0.09623405614,Abie,4.0
-65.8700094619345,43.9282297535396,10.2,54.6,,,19.7,9.90164164993,Pice,4.0
-64.7418776276884,45.0103888433333,12.8,62.5,0.0,,29.0,0.10112864008,Acer,4.0
-66.7852271767185,45.1331917832656,9.1,64.9,,,23.7,0.48205097931,Abie,4.0
-66.8050523524642,45.1360173318376,9.1,64.9,,,23.7,0.09623643731,Abie,4.0
-66.7082254648613,45.0904653749392,9.1,64.9,,,23.7,5.79556203837,Pice,4.0
-65.6001177019579,45.7036315341128,10.4,77.9,,,26.1,0.97013570797,Alnu,4.0
-67.6936308318445,46.5924538704882,12.7,89.0,0.9,,31.5,1.95723393163,Genh,4.0
-60.3186849231638,46.0076092889496,9.9,57.8,,,26.0,0.8063160526,Acer,4.0
-60.3313622876599,46.1989097955808,9.5,53.6,0.0,,30.1,0.10047709445,Abie,4.0
-65.7655913458075,43.7192866182403,8.5,0.0,0.0,,17.0,7.66108503425,Pice,4.0
-62.8671375605138,45.1504434852531,8.0,14.5,,,24.2,2.53319778888,Pice,4.0
-66.0383420404015,46.1595346983043,12.1,43.4,,,30.9,0.19430249866,Popu,4.0
-64.8282014198022,47.6150342908928,9.9,48.8,,,29.5,0.39408556807,Pice,4.0
-62.0050279350241,45.7356773023475,9.8,50.2,,,31.0,2.72924199902,Abie,4.0
-66.6209247908385,45.6147077602366,19.1,37.0,,,29.0,0.09666879182,Abie,4.0
-63.4180168198275,44.7368218670254,9.8,8.1,0.0,,22.0,0.10114108218,Pice,4.0
-65.7166194306837,44.5614907003436,20.9,49.4,,,30.8,0.2027352528,Acer,4.0
-67.5229482629321,46.556463683638,12.7,89.0,0.9,,31.5,0.97763590265,Abie,4.0
-66.7533072935512,46.1140874050474,18.9,52.6,0.0,,29.0,0.09711147877,Abie,4.0
-64.8810575539392,44.9957985076027,17.1,161.8,0.0,,31.0,0.10114304656,Abie,4.0
-60.2933679977724,46.2773444743272,9.5,53.6,0.0,,30.1,2.92403922018,Abie,4.0
-60.283533563132,46.2680796179173,9.5,53.6,0.0,,30.1,2.31960488601,Abie,4.0
-63.8677403739545,45.7277412042831,10.8,58.6,,,25.9,0.10081628188,Pice,4.0
-66.8643764027201,45.9462071377739,13.5,124.7,0.0,,29.0,0.09696363821,Abie,4.0
-66.834092410343,45.1492872588703,3.5,98.6,,,14.1,0.09624861257,Abie,4.0
-62.8304207897998,45.6864052440317,12.3,36.0,0.0,,32.0,2.02247571449,Abie,4.0
-65.0373751713211,46.1408999530344,11.9,40.3,0.0,,,0.29168650306,Abie,4.0
-64.5558142953521,44.269101834998,9.4,45.6,,,25.1,0.50799570207,Acer,4.0
-63.5554691785205,45.3957218118063,15.7,85.7,,,27.8,0.10091487286,Abie,4.0
-66.8602739921991,45.9513087731336,13.5,124.7,0.0,,29.0,4.86797254009,Abie,4.0
-65.9538720376245,46.155284996128,12.1,43.4,,,30.9,0.19429512048,Pice,4.0
-64.5293951932756,45.6374552914221,19.0,77.2,,,29.3,0.20177021947,Pice,4.0
-60.2310196680407,46.0847921651191,9.5,53.6,0.0,,30.1,3.73313936736,Alnu,4.0
-61.743937392979,45.599880452195,10.8,47.1,,,30.8,0.63606825598,Abie,4.0
-62.6171294355605,45.4452440594667,10.8,50.4,,,30.4,0.10084149666,Abie,4.0
-65.076403891568,47.2894115346687,6.9,97.9,,,,0.09811843347,Pice,4.0
-66.7073506985375,47.9906218754199,10.0,84.9,,,29.1,0.4943810011,Genh,4.0
-67.7626898373017,47.1630460813252,11.9,89.0,,,29.8,0.49096090838,Alnu,4.0
-66.5361111444199,45.6986234937328,18.9,37.3,,,29.7,0.29051179513,Abie,4.0
-64.0805507921325,44.9186731912048,8.9,8.4,0.0,,25.0,0.05056042996,Abie,4.0
-64.7130721119451,47.7085709881289,9.9,48.8,,,29.5,3.75623379571,Pice,4.0
-60.7295013262737,45.9441087453151,16.6,29.4,,,25.8,0.10057354819,Abie,4.0
-60.1797395623672,46.1860390135723,9.5,53.6,0.0,,30.1,4.43853728125,Abie,4.0
-66.8693223651593,45.1424171716306,11.8,44.0,,,29.6,0.09624215765,Abie,4.0
-66.190898363846,45.7690883044025,18.5,51.6,0.0,,29.0,0.67923344338,Abie,4.0
-66.8051320888839,47.97971226123,10.0,84.9,,,29.1,0.29634557077,Abie,4.0
-64.4422599859449,45.1602598620325,12.4,43.8,,,28.6,0.60760013113,Pice,4.0
-65.3893604868115,45.7549884904855,10.4,77.9,,,26.1,0.77625039319,Abie,4.0
-67.6034412055493,47.2877900250698,16.8,56.0,,,28.9,1.18092259401,Abie,4.0
-60.2702502448334,46.2767598197188,9.5,53.6,0.0,,30.1,3.83362524886,Abie,4.0
-67.7667217957929,45.8015681868199,12.9,81.8,,,29.9,0.29078717518,Abie,4.0
-60.6181793794583,45.7167813554962,9.9,57.8,,,26.0,0.22145901336,Pice,4.0
-66.8942019165602,45.0526571165527,18.6,72.5,,,28.1,0.09616022717,Pice,4.0
-66.7739347635477,45.1785321900574,9.1,64.9,,,23.7,0.19255012719,Abie,4.0
-62.0295738894645,45.5588957746587,9.8,50.2,,,31.0,0.72731586788,Abie,4.0
-66.689392975079,45.2553076111091,15.7,163.8,,,30.1,0.09634485294,Abie,4.0
-65.1294087706728,46.533469098668,11.5,55.5,,,,1.27107210739,Pice,4.0
-59.9698945253507,46.1856457886825,9.6,66.5,,,30.2,4.23620774514,Pice,4.0
-66.7922265306949,45.4308821050967,18.9,52.6,0.0,,29.0,0.1930072111,Abie,4.0
-67.245712677397,45.9599284434692,13.5,124.7,0.0,,29.0,0.77770748251,Acer,4.0
-64.9716297596628,46.5870663206538,11.5,55.5,,,,0.6842575168,Pice,4.0
-67.4083367746326,45.2144397576013,11.8,44.0,,,29.6,0.28920284894,Thuj,4.0
-66.6747922269872,45.1031676556305,9.1,64.9,,,23.7,0.09620650964,Abie,4.0
-66.774252464634,45.1570574069928,9.1,64.9,,,23.7,0.09625555059,Abie,4.0
-64.4179458034147,44.4785293899294,17.0,114.4,,,30.1,0.1013081678,Pice,4.0
-63.8812317542979,44.9456370690305,8.9,8.4,0.0,,25.0,0.20219379995,Acer,4.0
-60.1297686854015,46.2347504092309,9.5,53.6,0.0,,30.1,10.2939504478,Abie,4.0
-61.7184088763716,45.5855767135122,10.8,47.1,,,30.8,3.90386079217,Abie,4.0
-66.8659143992522,45.1317118712982,11.8,44.0,,,29.6,0.19246512279,Abie,4.0
-62.6943603157511,45.57746283134,12.3,36.0,0.0,,32.0,0.80847550344,Popu,4.0
-64.1800877522523,45.6956717246032,10.8,58.6,,,25.9,0.60634326989,Abie,4.0
-65.4794835569911,44.0509231762921,7.8,51.4,,,17.1,0.16248992941,Pice,4.0
-66.6794322465332,45.107577644225,9.1,64.9,,,23.7,0.09621042615,Abie,4.0
-63.5436771885831,45.1367998786064,11.4,57.0,0.4,,26.8,2.12861083367,Abie,4.0
-59.9681087080565,46.16767344008,9.6,66.5,,,30.2,6.86329896319,Abie,4.0
-64.5545781947259,45.1601093482079,12.4,43.8,,,28.6,0.10106099355,Acer,4.0
-60.2722018955601,46.2681995555568,9.5,53.6,0.0,,30.1,0.40242994898,Pice,4.0
-60.2411414107249,46.235081036547,9.5,53.6,0.0,,30.1,2.82337000679,Abie,4.0
-60.0959084918512,46.0003997251059,9.5,53.6,0.0,,30.1,0.10052219707,Abie,4.0
-66.862231723014,45.1403738146759,11.8,44.0,,,29.6,1.2549551843,Alnu,4.0
-65.0272754032625,47.0664533303435,16.6,239.2,,,,0.39225382423,Pice,4.0
-60.1256676441108,46.2666780183013,9.5,53.6,0.0,,30.1,1.00731735407,Pice,4.0
-63.6550982754588,45.1507514761446,17.2,75.6,0.0,,29.2,1.82472945145,Abie,4.0
-66.2971763593429,45.1548488623844,9.1,64.9,,,23.7,4.83210386113,Pice,4.0
-60.2308513879816,45.9668299401107,11.3,151.8,0.0,,25.0,0.10053935067,Pice,4.0
-66.9107940990889,45.0913017177175,11.8,44.0,,,29.6,0.19239133127,Pice,4.0
-64.9765332031632,44.3286810054828,12.1,64.2,,,26.3,0.10140693179,Pice,4.0
-66.7979860613573,45.1346798630759,9.1,64.9,,,23.7,0.19247048379,Pice,4.0
-64.4278509935621,45.9528903784036,16.0,85.2,,,27.1,0.19393889274,Abie,4.0
-64.9250651470419,47.5151719057407,9.9,52.2,0.0,,,0.098306098,Abie,4.0
-66.7476794934299,45.3400419651635,9.1,64.9,,,23.7,0.48299185051,Abie,4.0
-66.5524324508634,47.0868578546576,15.1,180.0,0.0,,29.0,0.09794836813,Abie,4.0
-60.3832287921655,46.2501095646923,9.5,53.6,0.0,,30.1,0.20093039566,Abie,4.0
-67.0325278328286,45.7458096787333,13.5,124.7,0.0,,29.0,19.4455865176,Betu,4.0
-67.5482508079602,46.4915369067693,12.9,94.0,0.0,,30.5,0.09744026127,Abie,4.0
-60.1035897667819,46.2430807930414,9.5,53.6,0.0,,30.1,0.50318512186,Pice,4.0
-66.4865177007506,48.0449179732389,10.0,84.9,,,29.1,0.09873925807,Abie,4.0
-66.7903471658606,46.0912173147191,13.5,124.7,0.0,,29.0,0.09709135639,Abie,4.0
-65.0055013414294,44.3791938239189,12.1,64.2,,,26.3,0.30446213637,Pice,4.0
-64.2934261638893,44.5775597265952,11.9,57.6,0.0,,28.0,0.1012616965,Pice,4.0
-60.2490352584021,46.2666959291473,9.5,53.6,0.0,,30.1,2.92406354263,Pice,4.0
-63.9651956594318,45.7187775983737,10.8,58.6,,,25.9,8.58666933455,Abie,4.0
-64.8060352919416,44.3470084170047,12.1,64.2,,,26.3,0.10138712156,Pice,4.0
-63.7170021497715,45.119047253963,11.4,57.0,0.4,,26.8,0.01010238415,Alnu,4.0
-67.30907125911,47.5988645520649,10.1,64.0,0.0,,28.0,1.67792949558,Abie,4.0
-66.7644470960828,46.0761873791361,13.5,124.7,0.0,,29.0,0.09707816613,Abie,4.0
-60.2562984892618,46.1584554531056,9.5,53.6,0.0,,30.1,0.30174692574,Abie,4.0
-66.0470870203396,45.4611547146934,18.7,66.8,0.0,,28.9,0.19306202214,Abie,4.0
-61.4947316801888,45.9774124444746,10.3,60.8,,,30.4,0.61505847358,Abie,4.0
-60.1293087353143,46.2437404153647,9.5,53.6,0.0,,30.1,1.5123285568,Pice,4.0
-62.6168056538149,45.6772463018259,18.2,39.3,,,29.3,0.04030574388,Pice,4.0
-64.9068549044182,46.1505450695631,11.9,40.3,0.0,,,0.7790523985,Abie,4.0
-64.4678282713668,45.1779095606656,12.4,43.8,,,28.6,0.10104892129,Alnu,4.0
-66.6638898784463,45.8929025188355,12.8,69.4,,,28.9,0.1938328491,Popu,4.0
-106.079703064016,53.7598294905576,15.9,67.4,,,30.3,0.21109934189,Popu,4.0
-99.9409046385197,50.6564791565778,2.7,12.8,,,21.6,0.10560481446,Popu,4.0
-106.169789437853,53.8498797104119,15.9,67.4,,,30.3,0.10554731337,Popu,4.0
-106.506701463167,53.5981061433866,8.7,10.6,,,26.7,1372.62558949,Popu,4.0
-112.839387750047,53.6402154525976,10.6,37.3,,,27.8,3.46561396503,Popu,4.0
-118.065179911112,52.9985291646906,4.2,32.8,,,22.8,81.9842430081,Pinu,4.0
-117.844644485306,52.6846035840704,14.6,48.0,,,32.6,0.28162121558,Pinu,4.0
-118.403370356506,52.8829771857636,16.5,37.2,,,33.8,0.09949269456,Pinu,4.0
-100.890824850134,50.9076744090949,9.8,28.4,1.0,,,2435.59313475,Popu,4.0
-106.048014158657,53.5849528524581,8.7,10.6,,,26.7,26.401007907,Popu,4.0
-106.077678423201,53.907099071892,3.0,24.0,,,26.0,42.2200024728,Popu,4.0
-117.951969144071,53.2196211753569,9.6,32.5,1.0,,26.0,4.53443537724,Pinu,4.0
-106.499326438882,54.0796205523743,15.9,67.4,,,30.3,1.05591434736,Pice,4.0
-113.960211979101,49.0994645909144,7.9,67.1,,,24.5,0.42198138578,Thuj,4.0
-106.626659672049,53.6734888213615,3.0,24.0,,,26.0,126.433035307,Popu,4.0
-117.968975574116,51.0567977157112,19.1,33.5,,,39.9,0.31680835822,Pice,4.0
-116.064195322592,50.6186302120417,5.6,36.6,5.0,,20.0,81.3258878907,Pseu,4.0
-118.188199006825,52.8961243159404,16.5,37.2,,,33.8,0.19898586768,Pinu,4.0
-99.6499898954311,50.6750573844435,10.5,62.3,,,28.5,6.3366653553,Popu,4.0
-53.8456504619529,48.5109649787454,17.9,52.3,,,31.4,76.6283683879,Pice,4.0
-117.986212312237,53.1636744454485,4.2,32.8,,,22.8,15.8448247537,Pinu,4.0
-100.229208619292,50.7560465114445,2.7,12.8,,,21.6,5.27985339424,Popu,4.0
-74.1084512218776,45.0177616496863,16.8,53.9,0.0,,30.5,2.58142629694,Acer,4.0
-73.7273561041204,45.0167350532949,16.7,56.0,0.0,,31.5,7.18128076878,Popu,4.0
-76.6182144762375,45.6787777053699,14.6,93.6,0.0,,31.0,0.35734247095,Acer,4.0
-76.9379092924516,45.8418398592917,14.2,87.8,,,30.9,0.63568721575,Acer,4.0
-73.462956434576,45.0616706182634,16.6,73.7,0.0,,30.2,1.81031403668,Acer,4.0
-74.03842442951,45.1008796377878,16.8,53.9,0.0,,30.5,9.47657158765,Acer,4.0
-76.4609113656647,45.6714455015837,4.9,48.6,5.2,,22.0,5.34532565842,Popu,4.0
-75.6083343843032,45.4889230301019,15.4,135.8,0.0,,30.0,1.51598328997,Thuj,4.0
-76.3215993058856,45.8162777996819,14.6,93.6,0.0,,31.0,3.77838141781,Abie,4.0
-78.806160905498,46.442817950163,11.5,81.6,,,29.0,1.64927906884,Genh,4.0
-74.9342230905958,45.68851620026,11.9,87.6,0.0,,30.0,0.63195967864,Abie,4.0
-74.0306949106817,45.488151365136,5.5,83.4,8.8,,23.0,2.68076820811,Acer,4.0
-76.0487655040926,45.9493724978171,14.3,159.6,0.0,,31.5,5.59312595831,Pinu,4.0
-75.1537915435882,45.7590227401873,11.9,87.6,0.0,,30.0,10.5637024496,Abie,4.0
-74.9028064023592,45.7067102641895,1.5,71.2,4.0,,20.0,1.65561531137,Abie,4.0
-73.1511303157284,45.3545667548076,16.9,93.5,0.0,,31.0,6.01710041977,Genh,4.0
-74.3282805956388,45.6938907420512,15.8,132.9,0.0,,30.3,0.99177021298,Genh,4.0
-75.9381310272338,46.0567019476219,14.3,159.6,0.0,,31.5,1.71154988385,Abie,4.0
-75.9083055463119,46.0682881253611,14.3,159.6,0.0,,31.5,2.58326850193,Genh,4.0
-72.3580650720465,45.5107482989438,14.4,126.4,0.0,,30.0,1.7799953234,Abie,4.0
-74.3470081455121,45.6442994850528,15.8,132.9,0.0,,30.3,0.68925267038,Abie,4.0
-76.14062626005,46.0561940569121,14.3,159.6,0.0,,31.5,5.86292783923,Acer,4.0
-77.1869368435389,46.3760071585411,15.0,54.6,0.0,,30.5,7.52377132514,Genh,4.0
-73.7467953915376,45.6880923209696,16.8,39.4,0.0,,30.0,7.32684004144,Genh,4.0
-74.3513385850737,45.7439850353435,5.9,95.6,3.5,,23.6,2.44237395724,Genh,4.0
-75.9681510536307,46.1078722446861,14.3,159.6,0.0,,31.5,4.7391190754,Abie,4.0
-74.3489828348121,45.8718891207225,15.8,132.9,0.0,,30.3,1.42930424507,Abie,4.0
-74.4494117427964,45.9158724835727,14.6,43.1,0.0,,30.0,4.25409355076,Acer,4.0
-73.8650672293371,45.8293945790373,14.6,0.0,0.0,,26.0,0.33109056228,Frax,4.0
-72.3124651664754,45.5427972108808,14.4,126.4,0.0,,30.0,4.41724972374,Abie,4.0
-71.7330808699663,45.2935795846581,14.4,116.5,,,29.3,2.45257638274,Abie,4.0
