X,Y,Tm,P,S,BS,Tx,POLY_HA,tree_genus,BURNCLAS
-120.626394003603,50.7137729986982,8.3,11.9,0.0,,23.0,4.83807088818,Pinu,4.0
-121.043604633317,50.3386181009059,19.9,23.1,0.0,,36.0,324.890954903,Pseu,4.0
-120.228457624848,50.5701068277156,21.3,8.8,0.0,,35.0,3.69691584888,Pseu,4.0
-126.936608232003,54.6456052468492,14.8,12.9,,,30.3,0.90754075238,Pinu,4.0
-123.824794467152,49.5370079209282,19.8,11.6,0.0,,27.5,423.289952289,Pseu,4.0
-120.851768330969,50.4006230641726,14.7,55.0,0.0,,30.0,1.1103473404,Pseu,4.0
-120.897964004901,50.7725560015428,4.0,22.4,15.8,,17.0,86.0629510595,Popu,4.0
-124.106784993827,49.8489960006192,12.8,109.6,0.0,,,3.34174504227,Pseu,4.0
-121.973487008135,58.5397520040781,13.1,31.8,0.0,,31.0,2.72058220847,Pice,4.0
-118.930202001827,51.3674950035086,17.7,117.0,0.0,,33.0,2.897419724,Pseu,4.0
-121.288368219957,50.7141914342693,10.5,2.6,,,26.7,1.98664882859,Popu,4.0
-121.050403818991,50.7801191047572,22.7,24.2,,,40.6,1.04015244687,Popu,4.0
-117.474026675525,51.7905780715626,12.6,25.2,0.0,,28.5,1.19157020589,Pseu,4.0
-121.419460183541,50.8915795579096,24.8,5.6,,,40.3,7.21838248003,Pseu,4.0
-120.507383995885,51.0901850044217,14.9,19.0,0.0,,32.0,2.33877264174,Pinu,4.0
-120.274748786135,51.1669632155525,20.8,6.6,0.0,,37.0,25.3523646928,Pseu,4.0
-117.408562184247,51.962076267247,17.2,47.0,0.0,,36.0,148.328821568,Abie,4.0
-117.936826169268,51.8579820660611,19.0,62.0,0.0,,35.0,11.3578731351,Pinu,4.0
-118.876967933403,51.4380771563572,17.7,63.0,0.0,,36.0,4.04207561487,Tsug,4.0
-121.800846215369,50.9099163608098,17.6,16.2,,,31.1,7.37535850591,Pseu,4.0
-118.722941975287,51.7788691874614,16.2,85.2,0.0,,30.0,1.50585867471,Thuj,4.0
-125.388859603438,49.930620005635,10.1,74.4,0.0,,21.4,3.07039996841,Pseu,4.0
-119.266936903003,51.5652849983674,18.7,61.2,0.0,,35.0,1.92563267417,Thuj,4.0
-121.503957812603,50.9801752675412,15.5,29.8,,,32.8,0.17214939451,Pice,4.0
-125.369335003287,49.9878089960431,19.2,33.8,0.0,,32.0,3.43337845006,Pseu,4.0
-121.450024995718,51.1982320004723,15.5,29.8,,,32.8,0.84536249589,Pinu,4.0
-120.080462890385,51.6209133451079,7.6,11.0,,,25.5,0.70209816334,Pseu,4.0
-119.71978640224,51.71865280017,7.9,8.6,0.0,,26.0,66.4016581674,Pseu,4.0
-119.454586131745,51.6706722756626,19.6,32.8,0.0,,37.5,32.4295157302,Pseu,4.0
-119.741803931221,51.6061125189808,17.9,61.2,0.0,,33.0,5.82675596825,Pseu,4.0
-121.033028968114,51.2690277165818,10.2,59.2,1.8,,24.5,5.22046128385,Pseu,4.0
-122.228416004424,50.7337679988699,10.5,2.6,,,26.1,11.7007913056,Pseu,4.0
-119.475079015751,51.4743783155166,19.6,32.8,0.0,,37.5,22.7657003972,Pseu,4.0
-116.851885007074,49.9909780001611,20.2,23.6,0.0,,33.5,1.1957864352,Pseu,4.0
-119.420176230335,51.4981287461123,17.9,61.2,0.0,,33.0,3.40755330615,Pseu,4.0
-120.079301077084,51.3298469745147,20.0,13.6,0.0,,35.5,2.36513970868,Pice,4.0
-121.226777596878,50.5955554331301,24.8,5.6,,,40.3,120.519791363,Pseu,4.0
-119.271646910704,51.1274359832853,19.9,13.4,,,37.0,3.24836207617,Abie,4.0
-117.393928006581,49.8710669960771,21.0,37.8,0.0,,37.0,3.64416623034,Thuj,4.0
-121.334420156088,50.6010539930096,24.8,5.6,,,40.3,39.5339352859,Pseu,4.0
-121.094490028256,49.9422211490308,14.7,55.0,0.0,,30.0,2.70982172951,Pseu,4.0
-118.549926110576,50.6178842667847,20.9,31.7,,,35.8,1.67353720264,Lari,4.0
-116.122384995014,50.1497700037154,17.9,56.8,0.0,,36.0,1.453653671,Pseu,4.0
-119.926766939419,49.2173120300813,21.2,51.2,0.0,,39.5,1.09853533223,Pseu,4.0
-119.652694754264,49.3144407571992,21.2,22.6,0.0,,35.8,1.7601323938,Pinu,4.0
-119.984192999792,51.7269459967614,14.3,17.7,,,31.4,2.23361959941,Pseu,4.0
-124.180808609486,50.5335998342223,18.6,29.4,,,28.8,0.40086219494,Alnu,4.0
-123.885801337118,50.6676886992018,19.0,65.6,0.0,,,0.66471583743,Abie,4.0
-121.965617311431,51.2550162936942,3.3,6.9,,,19.7,1.84813480225,Pseu,4.0
-121.872589318999,51.3955105730304,3.3,6.9,,,19.7,7.5624153015,Pseu,4.0
-119.514367761782,52.0724891336231,16.5,91.1,0.0,,33.7,16.2638773882,Abie,4.0
-122.068697006137,51.431949996713,3.3,6.9,,,19.7,3.7535960065,Pseu,4.0
-119.190621998645,52.3127530009503,17.8,48.4,0.0,,35.7,0.53689004147,Pseu,4.0
-122.387792221454,51.8400808037232,17.8,32.2,0.0,,35.0,24.6221846619,Pseu,4.0
-123.973114994614,51.75662900446,14.5,15.0,,,31.0,1.15572571903,Pinu,4.0
-122.518141997738,51.8517179966334,8.6,11.0,0.0,,25.0,349.720903555,Pseu,4.0
-122.481477995661,51.9023539967061,8.6,11.0,0.0,,25.0,40.3761941405,Pinu,4.0
-121.643065447223,51.5035442283282,15.2,21.6,,,30.7,0.91121307685,Pseu,4.0
-120.82470086646,52.4351561467406,14.6,14.3,0.0,,30.5,2.27949898602,Pseu,4.0
-122.924288000116,51.9392800023811,18.7,12.2,0.0,,34.0,1.28628568027,Pinu,4.0
-123.117458999669,51.9239660013644,8.6,11.0,0.0,,25.0,1.31502266026,Pseu,4.0
-119.314959996999,52.9978699968464,5.3,45.4,7.8,,22.6,29.6490482747,Pseu,4.0
-121.5137429953,52.272294997495,10.2,13.4,1.0,,25.0,3.26930145138,Pinu,4.0
-122.480327993445,52.012078999634,18.7,12.2,0.0,,34.0,33.3299776461,Pseu,4.0
-120.888783781224,52.4543651149688,15.2,5.6,0.0,,30.0,1.40363922996,Pseu,4.0
-123.261166995192,52.0739040023697,3.9,15.1,,,21.6,2.11154804088,Popu,4.0
-123.161457005693,52.0125460035699,2.0,15.8,,,18.0,12.4577127404,Pinu,4.0
-127.528790767318,50.7311709668079,15.8,45.0,0.0,,28.0,16.0832965466,Thuj,4.0
-123.358002005767,52.166178997228,14.3,15.9,,,32.9,2.49112329133,Pinu,4.0
-123.431290003821,52.113290001516,11.1,10.6,,,27.2,23.69213365,Pseu,4.0
-123.719608994798,52.1001749957279,14.3,15.9,,,32.9,3.02176047582,Pinu,4.0
-122.633678001603,52.4840040042592,8.6,11.0,0.0,,25.0,2.61819165138,Pinu,4.0
-124.062854999705,52.1392469987163,3.9,15.1,,,21.6,2.49659326058,Pinu,4.0
-124.079074006451,52.2965980034945,11.1,10.6,,,27.2,1.45315986768,Pinu,4.0
-124.979585003323,52.0216629976702,4.7,10.4,,,21.3,1.25860966006,Pinu,4.0
-124.330362997112,52.3309260021503,11.1,10.6,,,27.2,11.1025651786,Pinu,4.0
-123.037092150134,52.8055148920425,18.2,58.6,,,35.1,1.04225510496,Pinu,4.0
-120.749600995132,53.5691609969229,15.3,98.9,0.0,,32.0,1.62589950602,Pinu,4.0
-122.166627643541,53.4595373670436,13.7,37.8,0.0,,28.0,2.07462628745,Pinu,4.0
-124.445424999011,51.9412340034531,14.5,15.0,,,31.0,1.86073426482,Pinu,4.0
-123.222810997132,52.1100429962307,3.9,15.1,,,21.6,29.7532627571,Pinu,4.0
-122.507738992637,51.9321730020142,17.8,32.2,0.0,,35.0,2.01018459129,Popu,4.0
-122.651218487668,51.8970724137354,20.0,48.0,0.0,,38.0,636.951970111,Pseu,4.0
-121.057399845491,53.8025952166526,12.7,44.2,0.0,,29.5,1.96786888463,Pseu,4.0
-128.411539994782,54.0629099956139,15.9,22.8,0.0,,28.0,1.03244603247,Tsug,4.0
-125.491695677223,52.5840273754221,14.7,6.2,0.0,,26.5,2.92880888404,Pinu,4.0
-121.386100853098,53.8457754859832,16.4,121.6,0.0,,32.5,54.4450341943,Abie,4.0
-123.22435999597,53.4988489964408,16.7,77.6,0.0,,33.0,11.8966031497,Pinu,4.0
-123.743579867025,53.5392055519991,13.2,43.2,0.0,,27.5,422.534567302,Pinu,4.0
-122.961528182742,53.9031440435738,13.3,16.2,0.0,,26.5,5.22039315422,Pinu,4.0
-126.903166466269,54.6212877922916,6.3,19.4,0.0,,17.0,1.13289501852,Pinu,4.0
-124.816091328881,53.7011675131349,13.2,43.2,0.0,,27.5,3.03594828741,Pinu,4.0
-123.762037005273,54.1617090025897,16.1,26.0,0.0,,28.0,1.34398645812,Pinu,4.0
-124.290205168318,54.0461550382226,6.4,23.8,0.0,,23.0,1.60231058024,Popu,4.0
-120.272077982957,55.1971110766546,10.6,37.0,,,27.6,12.3511307378,Pinu,4.0
-122.261186390166,54.9405608728624,11.6,30.8,,,26.9,6.13282596272,Abie,4.0
-121.054957684624,56.2532185066306,4.3,34.0,6.0,,18.5,38.3838322332,Popu,4.0
-125.177632010006,54.2559349055286,4.9,36.3,,,19.6,1.76258833499,Pinu,4.0
-121.740766007562,55.2887329967058,11.0,55.6,13.0,,27.8,6.51304086804,Pice,4.0
-121.635883993206,55.4201339991136,11.0,55.6,13.0,,27.8,2.02742742936,Pinu,4.0
-124.79397700218,54.7045299973186,12.1,11.0,0.0,,25.5,7.28806718438,Pinu,4.0
-120.796022006514,55.8862860024545,5.4,50.1,21.5,,19.8,43.7312103964,Popu,4.0
-121.907554052968,55.6097513727106,11.0,55.6,13.0,,27.8,1.25723786425,Popu,4.0
-123.563060142701,55.2136145060869,5.6,0.0,,,20.7,1.26152026869,Pinu,4.0
-123.880339006487,55.1264560036083,5.6,0.0,,,20.7,3.65107436348,Pinu,4.0
-120.505729003377,56.1219620011797,17.5,25.8,0.0,,30.5,1.8261646957,Popu,4.0
-126.445549650341,54.5180529661336,6.3,19.4,0.0,,17.0,1.48844168205,Popu,4.0
-124.091914985403,55.3908977147279,12.1,27.1,,,27.7,49.7627847422,Pinu,4.0
-124.844051428414,54.762834293378,12.1,11.0,0.0,,25.5,6.71714691851,Pinu,4.0
-121.273341993498,55.7375319993705,2.1,18.5,19.3,,16.1,5.52264994572,Popu,4.0
-123.794355208781,55.0832689797752,11.6,30.8,,,26.9,0.04028097908,Pinu,4.0
-120.014589999326,56.5698979977579,16.8,28.4,,,31.6,0.99482693399,Pice,4.0
-127.065730995195,54.7085770016896,12.2,18.8,,,26.0,3.16444190103,Pinu,4.0
-127.191561998579,54.7849039984101,5.4,27.7,,,15.3,5.96716729104,Pinu,4.0
-120.848069360736,56.6781751278839,11.1,29.2,16.0,,26.5,1.2877990991,Popu,4.0
-123.772748370362,55.9650136861523,12.1,27.1,,,27.7,31.1403141216,Pinu,4.0
-128.660606991823,54.4799260272985,15.0,12.8,0.0,,29.5,1.49500197486,Pseu,4.0
-128.627419998894,54.5626099997109,7.4,99.0,0.0,,16.5,14.6847459388,Pinu,4.0
-120.346129890847,56.9419032723725,11.1,29.2,16.0,,26.5,2.88056229883,Pice,4.0
-127.488041997614,55.0708099983559,14.1,83.1,0.0,,32.0,1.82484258671,Abie,4.0
-121.514177235885,56.881223092748,-4.6,13.0,13.0,,5.5,6.62377033145,Pice,4.0
-120.972402002667,56.9025419958471,8.2,65.7,0.0,,23.0,1.17854981508,Lari,4.0
-128.282120998905,55.0426460044162,17.9,73.0,0.0,,34.6,2.08824008939,Tsug,4.0
-128.05097200124,55.2442919964629,3.2,66.7,19.8,,14.5,1.93227243101,Popu,4.0
-120.73859758646,57.6184798903442,11.1,29.2,16.0,,26.5,4.91532024549,Pinu,4.0
-121.409375992752,57.5263349998572,12.0,10.6,0.0,,25.2,46.1450978386,Pice,4.0
-121.360062001311,57.696248997329,13.7,53.6,0.0,,30.0,15.6922236106,Pice,4.0
-120.982958539216,57.858757085985,9.7,42.2,16.0,,27.0,12.5890141519,Pice,4.0
-122.781555760791,57.8284634148632,12.8,148.4,0.6,,29.4,2.06900839839,Pinu,4.0
-125.118901950068,57.2667743040041,12.0,10.6,0.0,,25.2,31.6779863632,Pinu,4.0
-129.102494607249,56.1636353028367,15.9,27.0,0.0,,29.5,9.11212969076,Pseu,4.0
-122.977144766818,57.6725243536823,12.8,148.4,0.6,,29.4,1.54778012722,Pice,4.0
-122.741278284533,57.740689991398,12.8,148.4,0.6,,29.4,8.71659541009,Pice,4.0
-122.707639994191,58.0808299987198,2.2,19.6,19.6,,15.3,1.72095435988,Pice,4.0
-122.689626006067,58.1148490039932,12.1,22.0,4.0,,29.3,0.98049101477,Pice,4.0
-122.767996998974,58.1623360007358,16.0,48.7,0.0,,32.6,4.0042828941,Pice,4.0
-122.189109995535,58.4313759958839,13.1,31.8,0.0,,31.0,1.3635403688,Pice,4.0
-120.848460008693,58.7992799990379,13.1,31.8,0.0,,31.0,38.4873611099,Pice,4.0
-120.879758993748,56.3548169985077,9.7,42.2,16.0,,27.0,1.44142188074,Popu,4.0
-121.211324981077,56.2789993947272,4.3,34.0,6.0,,18.5,28.5305540203,Popu,4.0
-123.219607996415,58.3005530039625,12.1,22.0,4.0,,29.3,61.8269636486,Pinu,4.0
-121.371420000425,58.9415199970566,16.6,41.8,0.0,,33.5,1.17675719835,Pice,4.0
-121.387514006336,58.8351089986233,13.1,31.8,0.0,,31.0,3.07500757392,Pice,4.0
-125.209409004105,58.8569989962615,12.1,22.0,4.0,,29.3,51.763776172,Pinu,4.0
-122.014679004707,58.7078099978915,16.6,41.8,0.0,,33.5,36.0477369287,Pice,4.0
-122.011276447477,58.8407575038341,13.1,31.8,0.0,,31.0,0.15721250153,Pice,4.0
-121.867037966836,58.8780481270718,16.6,41.8,0.0,,33.5,2.04776009351,Pice,4.0
-122.028280008795,58.8629299974832,13.1,31.8,0.0,,31.0,1.47825709864,Pice,4.0
-120.971394520758,59.234893183785,13.1,31.8,0.0,,31.0,2.01191741166,Pice,4.0
-120.745940994148,59.4545309959322,16.6,41.8,0.0,,33.5,22.5305028052,Pice,4.0
-122.176283006961,58.9417089962369,16.6,41.8,0.0,,33.5,1.26968956084,Pice,4.0
-121.561176999176,59.1006989982212,16.6,41.8,0.0,,33.5,39.2860256684,Pice,4.0
-122.276073007656,58.9504110011964,13.1,31.8,0.0,,31.0,4.3700408979,Pice,4.0
-122.930013002588,58.7231479997328,16.0,48.7,0.0,,32.6,14.1645865176,Pice,4.0
-122.547190005545,58.8182399985655,13.1,31.8,0.0,,31.0,0.25116412655,Popu,4.0
-130.123478003799,57.6274549996203,6.2,25.3,,,16.8,7.73918009937,Pice,4.0
-121.228101003925,59.5251470007044,16.6,41.8,0.0,,33.5,26.6555659899,Pice,4.0
-121.503228503701,59.5641361030582,16.6,41.8,0.0,,33.5,5.50259082983,Pice,4.0
-121.068973991893,59.6707539979339,16.0,11.7,,,30.3,7.12098287825,Pice,4.0
-122.916769008051,59.2899059984794,12.1,22.0,4.0,,29.3,5.23281745912,Pice,4.0
-130.238658997422,57.3846149966985,10.7,9.0,,,25.3,1.58267213924,Pinu,4.0
-123.705567005048,59.3034810032183,16.1,31.3,,,30.9,1.15757600822,Popu,4.0
-124.41025799999,59.8594920011874,16.1,31.3,,,30.9,26.6436399706,Popu,4.0
-134.0241550058,59.9109790018473,13.0,21.0,0.0,,24.0,25.7228906823,Pinu,4.0
-121.62094699221,59.2580459979022,16.6,41.8,0.0,,33.5,27.2811262828,Pice,4.0
-121.126135817538,59.3984045182907,13.1,31.8,0.0,,31.0,25.3340639679,Pice,4.0
-104.140471172035,60.570642877342,-8.7,27.7,,,2.1,17.6659909621,Pice,4.0
-107.626423594684,60.6985190400303,14.2,18.5,,,27.7,28.4483544394,Pice,4.0
-111.342358910693,60.312243667839,16.5,46.3,,,29.0,58.9466778261,Pinu,4.0
-114.186429472364,60.8334463676558,16.1,62.0,,,26.1,8.24146183278,Pice,4.0
-118.223395878794,60.4889846104876,15.2,104.0,,,28.9,41.6332908719,Pinu,4.0
-121.286558188031,60.6012012097128,16.0,11.7,,,30.3,63.727468196,Pice,4.0
-115.294020402928,61.7785813028655,14.9,22.4,,,29.4,112.630827431,Pinu,4.0
-122.336440806515,61.4362239400317,15.8,31.3,,,30.0,29.4977115598,Pice,4.0
-114.699556254391,63.2155187667397,15.0,41.8,0.0,,25.2,33.9100832071,Pice,4.0
-113.98183112618,63.4618780522417,12.1,46.8,,,20.7,28.4576470434,Popu,4.0
-121.565853246222,63.2487257444261,16.0,11.7,,,30.3,1333.91926524,Popu,4.0
-121.581377302715,63.5873642491005,12.4,9.0,,,30.4,104.976956297,Pice,4.0
-121.180963467649,64.0436399868144,-12.0,10.1,,,3.3,213.801141821,Pice,4.0
-123.930656066198,63.8549537003623,12.4,39.3,,,26.8,251.023185033,Pice,4.0
-116.85751225157,65.6124846214838,13.5,41.8,,,28.4,15.4891322513,Pice,4.0
-122.031456889514,64.7989034996245,12.4,39.3,,,26.8,421.18308719,Pice,4.0
-135.193736483928,67.4467739349866,10.8,69.2,,,24.4,30.9075177088,Pice,4.0
-135.570414506047,67.465307745928,10.8,69.2,,,24.4,108.041436465,Pice,4.0
-135.451541421841,68.2680427405107,11.7,45.9,,,27.4,2720.22022144,Pice,4.0
-107.859043393843,57.4505341842371,15.8,0.0,,,31.1,5646.49102063,Pinu,4.0
-102.539024806788,55.4852529023349,17.4,70.0,,,29.5,33.1439433902,Pinu,4.0
-107.228833646709,54.5073250668744,14.9,38.0,,,31.7,96.327505372,Popu,4.0
-109.49380816407,56.558298901286,15.8,0.0,,,31.1,83.120052023,Pinu,4.0
-109.086678785798,55.8884137990946,3.0,11.1,,,23.7,426.245834531,Pice,4.0
-106.01151243116,53.5404067755202,3.0,24.0,,,26.0,20.5015476323,Popu,4.0
-108.161148501435,54.6027533272417,14.9,38.0,,,31.7,571.626334746,Popu,4.0
-102.396104799398,57.4038354002752,16.2,49.3,,,27.9,170.036534743,Pice,4.0
-108.693333240617,53.735609566521,8.3,14.0,,,28.7,516.483950997,Popu,4.0
-102.76547700666,53.1946302380378,18.2,108.0,0.0,,33.0,27.994859008,Pice,4.0
-102.919682481479,53.0929489456858,15.2,33.8,0.0,,30.0,178.808020312,Pice,4.0
-104.128680992838,53.519206960001,9.6,27.0,,,28.4,1318.13379489,Pice,4.0
-103.756515851439,54.5318186142658,16.1,134.2,,,29.8,119.916357056,Pice,4.0
-103.192792519794,58.882632959349,13.0,36.2,0.0,,31.0,43.3249573295,Pice,4.0
-102.08584150043,57.1588311992012,16.2,49.3,,,27.9,527.295268647,Pice,4.0
-105.454726069752,54.7093524690645,15.6,41.0,,,30.0,1.2282049293,Pinu,4.0
-104.857610688632,53.2404658490879,16.4,54.8,,,30.5,5.42146196959,Popu,4.0
-108.880278299941,57.0699216306123,18.5,84.8,,,29.5,140.314808055,Pinu,4.0
-104.318237797637,57.7484975080561,15.2,62.2,0.0,,25.0,351.846310398,Pice,4.0
-102.540092115136,52.9111761732409,3.2,18.4,3.0,,27.5,379.549422557,Popu,4.0
-105.556795853462,59.1487094541898,6.9,1.0,,,24.7,652.185566509,Pice,4.0
-106.007963815059,53.5206371301444,3.0,24.0,,,26.0,184.481780493,Popu,4.0
-107.813470840956,54.7749500275268,18.0,84.6,,,32.1,7.33534513556,Pice,4.0
-106.01241429076,56.0774176487251,14.6,46.8,0.0,,27.0,15.8447736686,Pinu,4.0
-103.86666938263,56.8093478401477,16.6,65.8,,,30.5,71.638273542,Pice,4.0
-107.344470499435,57.2648388005892,16.3,110.5,,,27.8,657.870243623,Pinu,4.0
-107.01559840094,53.4457174002068,4.0,19.3,,,24.4,128.858755851,Popu,4.0
-105.955396788095,56.8149560678694,13.9,41.5,0.0,,28.0,115.733904809,Pinu,4.0
-102.863784700311,55.2162544004268,6.9,19.1,,,27.9,149.590497125,Pice,4.0
-104.627036704703,55.5757364347121,15.0,58.8,0.0,,30.1,366.587388472,Pinu,4.0
-103.421883375651,53.4635671612749,9.3,12.9,,,28.4,49.8004709739,Popu,4.0
-105.110680725153,54.2603580676652,15.6,41.0,,,30.0,10.865581368,Pice,4.0
-105.817431059005,53.457678982242,9.0,21.4,0.0,,28.2,38.6448191078,Popu,4.0
-106.066619840296,53.3949610903315,8.7,10.6,,,26.7,246.35168048,Popu,4.0
-95.7939130677196,49.0266735716206,10.4,112.2,,,28.3,0.01314322696,Pice,4.0
-95.3444578970889,49.2031807222887,4.6,10.0,,,22.9,0.09575971324,Popu,4.0
-95.7242638114695,49.0321834306206,4.6,10.0,,,22.9,8.58215081645,Popu,4.0
-95.7961827089748,49.0562845393284,4.6,10.0,,,22.9,8.35157712738,Popu,4.0
-95.7750461298233,49.2601617369828,10.4,98.0,2.2,,,2.55355518042,Popu,4.0
-96.3525632250434,49.264927417701,4.6,14.9,5.5,,,13.800042193,Popu,4.0
-96.1709118487141,49.2922158434239,4.6,14.9,5.5,,,2.62166792137,Popu,4.0
-96.2434659959621,49.4350916917516,10.4,98.0,2.2,,,3.10765775638,Popu,4.0
-96.7154575918798,49.5026936021986,4.9,22.2,,,26.3,29.8518171245,Popu,4.0
-96.0362194256381,49.5407222539078,10.4,98.0,2.2,,,30.8327989249,Pice,4.0
-95.1563086652777,49.6331646242084,17.4,55.6,0.0,,32.5,0.09908901647,Popu,4.0
-96.8081350689023,51.9089587681317,14.8,17.8,,,29.3,0.40426053352,Pice,4.0
-95.3838849621922,49.6976223713805,20.2,83.2,0.0,,32.0,2.45672209158,Pice,4.0
-96.0415136569935,49.6557246399152,4.6,14.9,5.5,,,1.6682190765,Lari,4.0
-95.7789811005447,49.6705119374136,5.4,11.2,0.0,,25.0,44.1628030297,Popu,4.0
-95.2180861487614,49.7630474751756,10.3,109.0,1.0,,28.0,0.09939146779,Popu,4.0
-99.2199487200453,49.6799985177924,5.3,13.0,,,25.9,0.99572115086,Popu,4.0
-99.5531023921297,49.667304342166,-2.7,14.9,,,16.6,6.77560058512,Popu,4.0
-99.2905253279067,49.7294438282113,-2.7,14.9,,,16.6,0.09957171832,Popu,4.0
-95.3603079590529,49.8361033272852,10.6,88.8,0.0,,28.5,0.09940534773,Acer,4.0
-96.0164484676758,49.8794316764049,4.2,24.4,,,25.0,0.3978415534,Popu,4.0
-99.5607190370968,49.8943240239952,4.8,6.0,,,24.9,1.46050922272,Faxe,4.0
-96.3369436136856,50.0283205632992,4.2,24.4,,,25.0,0.49741904862,Popu,4.0
-95.3737910592439,50.0842255507329,10.6,88.8,0.0,,28.5,0.18956392691,Pice,4.0
-96.0904280559457,50.0810556664378,4.2,24.4,,,25.0,367.66297011,Popu,4.0
-96.2397115882984,50.0018435604047,4.2,24.4,,,25.0,0.99772362777,Popu,4.0
-95.242808532472,49.7297142035988,16.9,85.4,0.0,,28.0,0.09939358431,Popu,4.0
-95.1997529601956,49.7333252159859,3.9,20.0,5.0,,22.5,0.09938943225,Popu,4.0
-101.039328000634,56.8482811648456,15.1,30.3,,,28.1,1.14963351417,Pice,4.0
-96.6018284854444,50.2458072934667,4.0,13.8,,,26.4,186.168235498,Popu,4.0
-95.9836027516578,50.2540551816607,4.2,24.4,,,25.0,41.885999053,Popu,4.0
-95.3269722940456,50.2880476463322,19.7,110.4,0.0,,34.0,0.09940549947,Pice,4.0
-96.0258960764396,50.2924878498928,4.2,24.4,,,25.0,1.36995465362,Popu,4.0
-95.7804677310307,50.3333264753815,4.2,34.8,4.8,,,3.2108330807,Popu,4.0
-96.555297902453,50.326368884325,4.0,13.8,,,26.4,2.80309823686,Popu,4.0
-96.081282961787,50.3957688664577,4.5,7.9,,,25.1,57.8844170128,Popu,4.0
-96.5803167073796,50.4755390365043,4.0,13.8,,,26.4,0.99500662467,Pice,4.0
-96.5971971880746,50.5349364357505,4.0,13.8,,,26.4,14.925300452,Popu,4.0
-96.6350261347347,50.5555504406236,11.0,72.9,,,27.8,0.09950404871,Popu,4.0
-96.4992873945996,50.6166513667091,11.0,72.9,,,27.8,0.79596975813,Popu,4.0
-96.163080734843,50.7513827419232,16.9,66.2,,,28.6,0.09947484024,Popu,4.0
-95.5329720914409,50.9092168496398,20.0,76.3,,,32.0,17.743677784,Pinu,4.0
-95.6894684289364,50.993048353534,16.9,66.2,,,28.6,0.09944089922,Pinu,4.0
-99.0655405890461,51.0660974930439,7.4,50.8,,,27.6,1593.16324139,Popu,4.0
-96.3141894361971,51.1872163679068,19.1,186.9,,,28.3,0.09948665947,Frax,4.0
-96.3805778673208,51.2680498378894,17.5,42.4,,,31.5,0.09949116493,Popu,4.0
-95.5019349662706,51.2766248440256,20.0,76.3,,,32.0,2.98282205061,Pinu,4.0
-96.2642174159678,51.1204320157104,22.2,147.9,,,34.5,0.27868221792,Popu,4.0
-95.3836333949412,51.3163809917596,16.9,66.2,,,28.6,0.09941753546,Pinu,4.0
-98.1619597921726,51.3287180080188,3.6,4.8,3.0,,24.5,48.4843099268,Popu,4.0
-97.4635783981744,51.361224135245,6.8,46.0,12.0,,24.5,694.071120605,Acer,4.0
-100.534158269589,53.8042189785851,16.1,66.7,0.0,,31.0,0.09760381394,Popu,4.0
-97.7616365419701,51.3519219468488,3.6,4.8,3.0,,24.5,46.6553703172,Popu,4.0
-95.3308550291091,51.4252697523513,16.9,66.2,,,28.6,0.09941379132,Pinu,4.0
-95.7778013391381,51.4010888327797,16.9,66.2,,,28.6,0.99450017931,Pinu,4.0
-96.2414084090204,50.8171691999702,4.0,13.8,,,26.4,9.3172683313,Popu,4.0
-95.2654895925964,51.5666291626668,16.9,66.2,,,28.6,2.08759264003,Pinu,4.0
-96.2875517045695,50.8385000614446,4.0,13.8,,,26.4,23.1507676879,Popu,4.0
-95.8033618004405,50.1449931301766,18.5,53.8,0.0,,,0.09944524665,Popu,4.0
-95.3728063245538,50.1502699888407,15.7,71.8,0.0,,32.5,0.09940866404,Pice,4.0
-95.7288998360773,50.169006465865,4.2,34.8,4.8,,,0.19887932771,Frax,4.0
-96.5111318818049,51.5377723253208,19.1,186.9,,,28.3,0.09949978064,Pice,4.0
-99.7848488797481,54.7490221412365,19.3,70.8,,,31.6,0.02872118905,Pinu,4.0
-96.0755762054974,51.5755491432346,16.9,66.2,,,28.6,0.09947240284,Pinu,4.0
-95.843909780415,51.5424930814804,16.9,66.2,,,28.6,0.0994556436,Pinu,4.0
-96.1772429787367,51.5536049245965,16.9,66.2,,,28.6,0.09947919447,Pinu,4.0
-95.1828190941336,51.6166499286382,16.9,66.2,,,28.6,0.39760879664,Pinu,4.0
-98.6716466266882,51.5688872840165,18.1,21.8,0.0,,,0.49785723778,Popu,4.0
-98.7181303012687,51.6127839819719,3.6,4.8,3.0,,24.5,44.3317667443,Popu,4.0
-95.715926832793,51.7656124814252,16.9,66.2,,,28.6,0.33851805866,Pinu,4.0
-96.0452353327446,51.6043326167456,16.9,66.2,,,28.6,21.0794093816,Pinu,4.0
-99.7400421190445,51.7282657220669,10.1,31.8,,,29.8,2.64684756864,Popu,4.0
-95.8844636156115,51.8444375934655,16.9,66.2,,,28.6,0.09946018189,Pinu,4.0
-98.5321954841717,51.7717895038752,6.8,46.0,12.0,,24.5,3.67977399954,Popu,4.0
-98.3840919798304,51.7642284290154,3.6,4.8,3.0,,24.5,5.04227725793,Lari,4.0
-95.3579561558941,51.8844155437177,16.9,66.2,,,28.6,1.29245097983,Pinu,4.0
-96.8520515977969,51.8588807031331,18.8,33.6,,,31.3,0.29855778753,Popu,4.0
-96.5839902457107,51.8505405215949,18.8,33.6,,,31.3,0.79604038866,Pice,4.0
