X,Y,Tm,P,tree_genus,BURNCLAS
-107.845651700583,56.3956606995144,14.8,86.6,Pinu,4.0
-91.1473020846127,57.0045990569002,18.4,32.0,Pice,4.0
-115.468162620138,55.0960091445256,9.8,30.6,Lari,4.0
-110.740790689925,55.9812477499118,11.7,8.6,Pice,4.0
-114.69571837593,55.2657842178894,11.5,8.0,Popu,4.0
-115.509481233477,54.957733214039,9.8,30.6,Pice,2.0
-115.340156703059,54.8554129972398,10.7,45.0,Pice,4.0
-104.163055992834,56.2686490294129,13.2,107.8,Pice,4.0
-95.2545741970387,56.5898429189914,13.4,30.0,Pice,4.0
-102.245929301298,56.3156217001916,16.9,123.8,Lari,4.0
-116.897941956406,54.2506568579448,6.8,9.0,Pice,4.0
-103.964024987946,56.1223833515394,13.2,107.8,Pinu,4.0
-103.586537109934,56.0067664252576,12.2,10.4,Pice,4.0
-104.566501320942,56.0591265983394,13.2,107.8,Lari,4.0
-104.495718792445,55.8715180902696,17.6,201.4,Lari,4.0
-116.753899836292,54.0788077175187,6.8,9.0,Popu,2.0
-71.7732786715591,53.6285413339626,14.6,59.5,Pice,4.0
-112.888355079991,54.4904642528818,10.7,27.5,Pice,4.0
-72.813842670045,53.5473450850649,11.8,88.0,Genc,4.0
-109.571418469631,54.4592921605026,13.0,0.0,Popu,4.0
-69.7228587037924,52.2431957218025,14.2,52.1,Genc,4.0
-115.706868583915,53.1975392847582,8.7,13.1,Pice,4.0
-85.1316269326505,54.7757990760755,14.4,90.8,Pice,4.0
-74.2976758795877,52.9129087025106,14.6,59.5,Pinu,4.0
-72.4025802474676,52.3964987562506,12.2,37.2,Pice,4.0
-91.0024826942801,54.7459665697629,14.8,15.5,Pice,4.0
-77.613272742771,53.3347145170561,14.7,38.2,Pice,4.0
-70.9875483975357,51.948928148249,12.2,37.2,Pice,4.0
-88.6318156157897,54.561879593299,17.1,32.0,Pice,4.0
-94.0834277446344,54.6754955990655,16.2,42.8,Pice,4.0
-115.133938714336,52.6791632968073,10.7,67.7,Pinu,2.0
-90.8633397297576,54.4755403792064,14.8,15.5,Pice,4.0
-73.8694026721331,52.3861871922601,11.8,88.0,Pice,4.0
-114.967177704803,52.6246835454804,8.3,87.5,Pinu,1.0
-74.0143563197869,52.3737271562271,11.8,88.0,Genc,4.0
-91.528879776765,54.367908658227,18.4,32.0,Pice,4.0
-85.7321269456022,53.9388464482844,14.4,90.8,Pice,4.0
-90.1542617287873,54.236099829521,14.8,15.5,Pice,4.0
-96.4358566064612,54.2169345312956,18.8,122.6,Pice,4.0
-96.3131979508571,54.0902455288326,18.8,122.6,Pice,4.0
-77.437923198405,52.6271388239444,12.5,31.2,Pice,4.0
-96.6111668158116,53.8901556855711,18.8,122.6,Pice,4.0
-115.905924727435,51.7256762235242,11.1,6.0,Abie,4.0
-76.5824265022269,52.2007953581761,12.5,31.2,Pice,4.0
-91.9890204143392,53.7299149123485,18.4,32.0,Pice,4.0
-115.749572361156,51.6777181249572,9.5,1.0,Pinu,4.0
-93.0178005503886,53.7068354871546,19.0,99.6,Pice,4.0
-90.8244525905323,53.6601072555356,17.1,32.0,Pice,4.0
-105.041337212129,53.2050193766638,13.3,4.4,Popu,4.0
-89.7789820994741,53.4815351005138,17.1,32.0,Pice,4.0
-116.749944036982,51.2749716441655,10.9,53.6,Pseu,4.0
-93.8093676817878,53.5331370157339,19.0,99.6,Abie,4.0
-90.5462851967056,53.3750158368993,17.1,32.0,Pice,4.0
-90.9344933147357,53.3872220642341,18.4,32.0,Pice,4.0
-89.9225269155128,53.2985039738068,17.1,32.0,Pice,4.0
-93.66673836327,53.3857002904472,19.0,99.6,Pice,4.0
-88.7247703124573,53.1962177686081,18.2,118.6,Pice,4.0
-93.0194234918251,53.2823899615314,19.0,99.6,Pice,4.0
-91.4052413194062,53.1155691355864,15.8,15.5,Pice,4.0
-94.2057319496456,53.1285057926651,19.0,99.6,Pice,4.0
-77.3834669188268,51.6193315788781,8.1,67.5,Pice,4.0
-93.5104055174894,53.0232165317763,19.0,99.6,Pice,4.0
-92.9795628668824,52.8908158164151,19.0,99.6,Pice,4.0
-91.1029410519615,52.725425025314,18.4,32.0,Pice,4.0
-95.8038528178771,52.793827202673,18.7,40.3,Pinu,4.0
-93.273792038004,52.8095950024378,19.0,99.6,Pice,4.0
-90.0925624712848,52.4780490068428,19.7,97.2,Pice,4.0
-95.3510642934498,52.757816034329,19.3,99.6,Pice,4.0
-93.5559242126741,52.6552448345632,19.0,99.6,Pice,4.0
-89.7467874175538,52.6638448097949,17.1,32.0,Pice,4.0
-116.09020999281,50.53663000325,11.0,50.6,Pseu,4.0
-92.2073978460786,52.638160835798,11.8,23.5,Pice,4.0
-82.3805898266174,51.8869372491018,12.0,54.8,Pice,4.0
-91.6671836495536,52.586923331406,18.4,32.0,Pice,4.0
-77.6350569790701,51.0983626018531,15.1,75.5,Pice,4.0
-73.0618777323658,50.1832988226988,16.9,59.0,Genc,4.0
-93.0673320365387,52.5550275512764,19.0,99.6,Pice,4.0
-89.2703888397003,52.4043245538968,18.2,118.6,Pice,4.0
-93.5912924928757,52.4599809425292,19.0,99.6,Pice,4.0
-88.5929413830301,52.2449207643516,18.2,118.6,Pice,4.0
-94.7740676125433,52.3348608084991,19.3,99.6,Pice,4.0
-94.0754627368454,52.3063338284435,19.0,99.6,Pice,4.0
-92.5484801061287,52.2774612784346,19.0,99.6,Pice,4.0
-94.9637160906209,52.2819552972308,19.3,99.6,Pinu,4.0
-88.9159135705922,52.0954105042198,11.3,58.8,Pice,4.0
-92.0582598544354,52.1904055833317,18.4,32.0,Pice,4.0
-93.8239570977565,52.2452409391246,20.4,38.6,Thuj,4.0
-94.8543227356523,52.2216812146523,19.3,99.6,Pinu,4.0
-95.2528262216854,52.222403800905,18.7,40.3,Pinu,4.0
-90.47312427814,52.070521730566,19.6,59.5,Pice,4.0
-82.9752821508272,51.5096661567886,16.7,36.8,Pice,4.0
-93.0686075258776,52.1226180608619,19.0,99.6,Pice,4.0
-92.8809496438757,52.0980913977079,19.0,99.6,Pice,4.0
-95.015191991203,52.0882084688445,19.3,99.6,Pinu,4.0
-89.4057358491924,51.8744945382571,19.7,97.2,Pice,4.0
-90.8042415076298,51.9422704219601,19.6,59.5,Pice,4.0
-89.292225033722,51.8365636137999,19.7,97.2,Pice,4.0
-95.0046537873865,51.9311130942947,20.4,38.6,Pice,4.0
-92.664867720017,51.7694102563548,20.0,40.2,Pice,4.0
-94.8551387837179,51.7126232180895,20.4,38.6,Lari,4.0
-96.3288201044123,51.7589448037628,18.7,40.3,Pinu,4.0
-79.7251772746813,50.5759276660007,16.4,58.0,Pice,4.0
-95.2465784898203,51.6893311221684,20.6,39.4,Pinu,4.0
-92.4033683726104,51.5199267277592,20.0,40.2,Pice,4.0
-92.0997114280304,51.4823901292628,20.6,35.0,Pice,4.0
-96.3492935347473,51.5637861614969,22.9,70.3,Pice,4.0
-89.8885308125911,51.2025472175571,15.6,73.8,Pice,4.0
-90.7847647775174,51.4203320866572,19.6,59.5,Pice,4.0
-88.9104072308286,51.2115029332118,17.9,54.0,Pice,4.0
-91.9846263151743,51.2168074511878,20.6,35.0,Pice,4.0
-94.6691820230014,51.2130843476723,20.4,38.6,Pice,4.0
-97.5329325856843,51.3444517844184,6.3,25.6,Popu,4.0
-95.5271031679934,51.0811224156439,8.8,32.6,Pinu,4.0
-95.8756635787942,51.1326001966927,20.6,39.4,Pinu,4.0
-97.8754038614344,51.1027356110804,13.5,33.8,Popu,4.0
-89.6318472046759,50.8278713491501,19.7,97.2,Pice,4.0
-89.2612813072028,50.7150324972915,16.2,44.8,Pice,4.0
-89.8775912758365,50.7710540684286,18.1,90.0,Pice,4.0
-89.2386801033544,50.5616645764747,17.9,54.0,Pice,4.0
-89.957324470139,50.462503136799,11.1,50.0,Pice,4.0
-90.1420355148657,50.2558680273844,10.1,29.8,Pice,4.0
-88.6552683009626,49.8281373999272,18.8,44.6,Pice,4.0
-86.6207337200054,49.421780592068,19.1,54.0,Pice,4.0
-95.9363895532294,49.7755183966636,21.0,2.4,Popu,4.0
-81.6102123911818,47.472379754436,6.7,88.1,Pinu,4.0
-106.727500600598,56.3375336005895,13.4,35.4,Pice,4.0
-123.355536581156,65.3200855251843,13.6,81.0,Pice,4.0
-91.5842070515209,51.8741199298816,18.4,32.0,Pice,4.0
-93.7799703305509,52.2927412217245,19.0,99.6,Pice,4.0
-93.8687368953334,53.8897501629254,19.3,99.6,Pinu,4.0
-104.322100304306,55.7925110501181,16.6,129.0,Pinu,4.0
-94.1094856024039,52.54040776987,19.0,99.6,Pice,4.0
-89.3670388745775,51.9343632874585,19.7,97.2,Pice,4.0
-88.6509832312255,52.1866672960032,11.3,58.8,Pice,4.0
-116.373942755908,65.5490846415224,18.7,60.0,Pice,4.0
-114.439268999112,58.4649230013062,11.8,18.8,Popu,4.0
-130.340775096765,61.8256963643695,1.6,16.4,Abie,4.0
-133.299351978419,62.1325750050501,8.1,6.8,Pice,4.0
-136.797700366935,62.6706169459878,8.1,14.2,Pice,4.0
-138.603678973094,62.8367774933679,14.0,98.7,Pice,4.0
-139.019521645754,63.0431659767314,14.0,93.8,Pice,4.0
-135.231309946735,65.3281297484836,15.3,107.0,Pice,4.0
-119.688134998241,49.0028169958761,18.5,5.0,Pseu,4.0
-119.511311001042,49.9294729999927,17.4,9.8,Pseu,4.0
-120.658200121272,49.7835818945603,2.8,34.8,Pseu,4.0
-119.605900006567,50.4982030030703,15.0,6.0,Pseu,4.0
-122.009420005706,52.1065000008446,2.6,6.9,Pinu,4.0
-123.572910004059,52.852979999343,3.9,4.3,Pinu,4.0
-124.430495992528,53.0832390036615,3.1,3.6,Pinu,4.0
-125.007938006053,53.6008749995411,3.5,9.8,Pinu,4.0
-124.696945999451,53.9655010017534,5.6,16.0,Pinu,4.0
-121.862799995771,56.0597499959415,10.5,97.2,Popu,4.0
-120.29336000712,58.8876500014241,14.0,50.9,Pice,4.0
-122.296539998007,58.6691199968864,14.3,119.7,Pice,4.0
-122.039160003002,59.3743700025102,16.5,58.8,Pice,4.0
-123.048999994325,59.383730003599,16.5,58.8,Pice,4.0
-78.7573285056036,46.7237200599627,9.2,54.4,Acer,4.0
-75.6768028269713,47.0705538987979,16.3,137.6,Pice,4.0
-78.4926881876923,50.8425479803574,15.1,75.5,Pice,4.0
-69.9783479180158,49.5895676936446,14.1,1.2,Pice,4.0
-70.4528219694593,49.7575180418164,14.1,1.2,Pice,4.0
-70.689765513917,50.1476589876591,12.8,46.2,Pice,4.0
-70.0081240193915,50.1218833358623,12.8,46.2,Pice,4.0
-77.9913811614685,52.1072944636382,12.5,31.2,Pice,4.0
-69.6362127841161,50.4200607106534,15.5,83.1,Pice,4.0
-70.5824043130698,50.8318463702697,12.8,46.2,Pice,4.0
-70.3407379644416,50.5784757640016,12.8,46.2,Pice,4.0
-67.6798052092718,50.6376669115714,12.7,50.4,Pice,4.0
-79.0509202446703,53.5174374560424,14.7,38.2,Pinu,4.0
-76.6771673627279,53.5235397368229,14.7,38.2,Pice,4.0
-104.401345299588,55.8630075996739,13.0,20.3,Pinu,4.0
-106.064949344848,52.9331092562757,10.7,20.7,Popu,4.0
-108.232518810363,54.1548068273855,9.7,14.1,Pice,4.0
-106.328050112916,52.8951506759202,10.7,20.7,Popu,4.0
-107.78218151183,56.3032921485871,14.8,86.6,Pice,4.0
-108.735511622421,56.4784457009955,10.6,13.4,Popu,4.0
-105.803774599178,56.849220599494,13.4,35.4,Pice,4.0
-107.063232334672,60.0129278369131,13.8,5.6,Pinu,4.0
-111.382931034184,60.3622360392073,14.9,18.5,Pinu,4.0
-112.141588169375,60.8126063642685,15.7,86.4,Pinu,4.0
-109.64121121237,61.12656530963,11.4,43.1,Pinu,4.0
-121.011889197619,60.7073640268675,12.3,81.4,Pice,4.0
-121.019241836456,61.3540840902596,17.9,40.0,Pice,4.0
-113.102220469058,63.0455807207663,17.2,43.4,Pice,4.0
-116.885299311312,62.7973498117382,12.7,34.2,Pinu,4.0
-122.868683409084,61.9248466117114,16.5,62.5,Pice,4.0
-115.996023950592,64.6884094644372,18.7,60.0,Pice,4.0
-116.754596299617,64.0890023423723,18.7,60.0,Pice,4.0
-116.885596938326,64.1037019849291,18.7,60.0,Pice,4.0
-129.251976023781,66.6044152050823,13.4,16.5,Pice,4.0
-131.094716789236,66.3092707654604,13.4,16.5,Pice,4.0
-129.417590178591,67.6292661292423,13.1,49.2,Pice,4.0
-133.489233453446,68.089869144273,10.5,33.3,Pice,4.0
-114.991401549322,51.1272555978372,7.0,144.7,Popu,4.0
-115.066102872197,52.4594640117051,8.3,87.5,Pice,4.0
-114.88335468165,52.6347904389594,8.3,87.5,Popu,4.0
-115.26542506523,53.1459807897471,10.7,67.7,Popu,4.0
-113.802603634753,54.4804706411157,11.7,11.5,Popu,4.0
-115.311597939451,53.3959413496122,-3.6,6.8,Pice,4.0
-113.160356838328,54.9500098991416,5.5,8.0,Popu,4.0
-115.695932973899,54.2507115922084,11.2,114.8,Pice,2.0
-116.943859223546,54.3825870675934,10.4,45.2,Popu,2.0
-116.246400589429,55.1475042202564,11.9,43.9,Popu,4.0
-115.413048827001,55.348698204754,9.8,30.6,Popu,4.0
-111.020605087409,56.400804519641,13.5,91.8,Lari,4.0
-114.095605569055,54.8574759107718,11.1,18.2,Pice,4.0
-111.244994525533,56.1566345153116,11.0,18.2,Pinu,4.0
-118.462242963895,55.8871232675245,11.8,9.4,Popu,4.0
-114.57939972148,57.2662601597827,14.4,5.0,Pice,4.0
-117.249367639883,55.1575326610887,11.7,7.0,Pice,4.0
-110.764751174749,56.4865890439829,14.3,42.6,Pinu,4.0
-116.767525569088,58.5631536489334,11.3,15.2,Popu,4.0
-117.316806002582,58.8971409999039,16.9,119.2,Pice,4.0
-111.356717391614,56.4554632527013,16.3,1.5,Pice,4.0
-114.149296086679,56.1860053543425,1.6,66.5,Pice,4.0
-110.96037113848,56.3770424771014,11.0,18.2,Popu,4.0
-113.919819843981,55.9159639306704,12.9,8.8,Lari,4.0
-119.894388997617,59.5577740001446,14.3,13.8,Pice,4.0
-118.934347999012,59.9270239991759,11.7,63.2,Pice,4.0
-116.257876947567,56.5364474082597,7.0,44.3,Pice,4.0
-115.806115431544,55.3680311751459,11.9,20.8,Lari,4.0
-100.335121955978,53.7134114788917,15.8,65.4,Pice,4.0
-96.7751429995336,49.0947440270137,8.7,7.2,Popu,4.0
-95.6097884603138,49.1583144642264,4.3,85.4,Popu,4.0
-95.2466090614115,50.3340164090884,10.3,80.5,Pinu,4.0
-95.4638828302218,50.4946956530989,14.3,70.8,Pinu,4.0
-96.21269537687,50.5884889947555,8.8,32.6,Popu,4.0
-97.418890979243,51.4437753792957,12.5,49.2,Popu,4.0
-96.0449451470777,51.7367292484045,20.6,39.4,Pinu,4.0
-98.0001230129145,52.3627799684751,17.7,79.3,Popu,4.0
-94.3459623226755,53.7701862175314,16.2,42.8,Pice,4.0
-96.7355936980403,49.2738925252225,9.7,20.8,Popu,4.0
-94.0231751711012,53.8912385747362,19.3,99.6,Pinu,4.0
-96.3663570944589,49.1925274604139,9.8,15.6,Popu,4.0
-100.211159558058,54.5306198657658,15.8,65.4,Pinu,4.0
-98.5514405222829,55.1929428631523,18.0,170.2,Pice,4.0
-95.7120520890293,55.3641285081397,16.7,104.2,Pice,4.0
-96.2111523669359,55.6526999879324,18.7,80.0,Pice,4.0
-100.936989311913,55.6089827571781,2.0,37.0,Pinu,4.0
-98.8957168581659,55.8146691734609,5.8,17.0,Pice,4.0
-92.114555396284,55.9135658637195,15.8,15.5,Pice,4.0
-100.718437397141,56.0667861564685,2.0,37.0,Popu,4.0
-101.775051554978,56.0360569128433,16.9,123.8,Pice,4.0
-101.392626046048,58.0030771712707,12.0,11.2,Pice,4.0
-101.536218317485,56.0594709801776,17.4,102.6,Pice,4.0
-84.3301512671758,46.7683652154113,9.4,112.4,Genh,4.0
-91.3980913002402,48.169566099903,11.6,42.2,Popu,4.0
-91.4723046998517,48.2268010003417,11.6,42.2,Popu,4.0
-94.5817813869631,49.325681686414,19.9,104.8,Popu,4.0
-92.0466782468483,51.7250117224636,20.6,35.0,Pice,4.0
-86.1265674284877,49.2063170629777,13.1,42.0,Genh,4.0
-93.5862721379707,50.233740521202,20.6,118.0,Pinu,4.0
-84.6473758341102,49.9753928729869,11.5,111.5,Pice,4.0
-88.7925505590734,50.4706241613917,12.9,21.2,Pice,4.0
-89.7302319151773,51.6536363267247,19.7,97.2,Pice,4.0
-81.33537266953,51.5404107170646,16.7,36.8,Pice,4.0
-93.9986235309429,52.6651836947782,19.0,99.6,Pice,4.0
-82.2820572402776,52.0943439783962,16.7,36.8,Pice,4.0
-93.9603542506373,52.8820717585175,19.0,99.6,Pice,4.0
-94.7658667386341,52.9165187747119,19.3,99.6,Pice,4.0
-82.8401622187142,52.9187547542863,10.9,59.0,Pice,4.0
-88.5769989896904,53.6963328595047,17.1,32.0,Pice,4.0
-92.7354859932491,52.1811903131373,19.0,99.6,Pice,4.0
-92.8194682382701,51.9202532433356,19.0,99.6,Pice,4.0
-92.0410002999156,51.9099240005948,16.0,90.5,Pice,4.0
-120.039729997936,56.4224899999259,11.4,5.2,Popu,4.0
-115.800702508597,55.3284531517696,2.9,8.1,Popu,4.0
-111.620723217228,58.5523016407777,-1.2,4.5,Lari,4.0
-116.321138830704,53.626080751203,9.5,57.0,Pice,4.0
-116.055073431637,56.528272339833,11.7,9.0,Popu,4.0
-115.349433128684,55.222977626431,9.8,30.6,Popu,4.0
-118.295045000505,59.1938500013766,16.4,114.4,Pice,4.0
-116.760084671814,56.3504506245072,7.0,44.3,Pice,4.0
-110.89750235049,56.5881691562536,10.8,18.2,Popu,4.0
-117.200962000144,59.2662860002735,11.3,15.2,Pice,4.0
-116.694791903804,54.0362253109345,6.8,9.0,Pinu,4.0
-116.175285591377,55.1973635364471,11.9,43.9,Popu,4.0
-114.053639977915,55.2356116444892,11.1,18.2,Popu,4.0
-113.579203561834,56.5907018199379,17.8,0.0,Lari,4.0
-114.880275001198,57.3296979999719,14.4,5.0,Popu,4.0
-115.191942580333,53.0091352908086,10.7,67.7,Popu,4.0
-113.160090299671,56.9341968205054,11.3,76.7,Pice,4.0
-111.899504538274,54.9153726675488,11.6,2.6,Popu,4.0
-115.649321920703,55.3201930499949,9.8,30.6,Popu,4.0
-110.2202569547,55.0997404511378,10.7,15.0,Pice,4.0
-115.895921997431,58.0487089990924,17.9,43.7,Popu,4.0
-110.744971917645,55.907993230791,11.7,8.6,Popu,4.0
-118.719365000072,58.8111929999633,10.5,31.8,Popu,4.0
-115.428700579079,53.3025193857548,9.1,72.8,Popu,4.0
-116.887702431228,54.4188452330379,10.4,45.2,Popu,4.0
-116.755729302683,54.020800677132,6.8,9.0,Pice,4.0
-115.882187788392,55.2816975832509,11.9,43.9,Popu,4.0
-115.622650567598,55.9052804607762,11.9,8.9,Popu,4.0
-115.089590999542,52.5590223199827,8.3,87.5,Popu,4.0
-114.518579999694,58.438927999161,9.8,8.4,Popu,4.0
-110.322942588887,54.5387854840799,16.6,42.4,Popu,4.0
-112.974831379429,54.9388374894347,11.5,3.0,Popu,4.0
-119.419210683122,54.9859852547785,11.3,29.2,Pice,4.0
-116.77626765257,54.5858911843704,9.3,53.2,Popu,4.0
-114.866343530215,51.1788046599244,3.6,12.4,Popu,4.0
-118.697295997842,58.7079710000222,1.2,3.0,Popu,4.0
-119.358771220726,54.976214830096,11.3,29.2,Popu,4.0
-117.01195469576,54.0384821420406,6.8,9.0,Pinu,4.0
-110.727786639926,54.5295907400157,11.1,3.6,Popu,4.0
-118.766185814012,58.7144549164585,10.5,31.8,Popu,4.0
-115.195182790449,54.3558592356245,10.2,49.9,Popu,4.0
-119.246989149965,54.2732905802239,7.8,13.6,Pice,4.0
-114.89792823693,55.8697109234252,14.3,102.8,Pice,4.0
-116.170824098582,55.1888928996576,11.9,43.9,Popu,4.0
-117.664785385065,57.8036365506399,10.5,28.4,Popu,4.0
-115.018152869622,53.1053748801253,10.7,67.7,Popu,4.0
-116.168803897883,55.4132101000707,11.9,43.9,Popu,4.0
-118.728640359078,58.712181875799,10.5,31.8,Popu,4.0
-113.417620080632,56.9630432200059,12.7,6.0,Pice,4.0
-114.919675819813,52.1810250500921,8.3,87.5,Popu,4.0
-115.037750892457,57.0999926248497,14.4,5.0,Pice,4.0
-114.985237388548,52.6620296200841,8.3,87.5,Pinu,4.0
-116.078666688301,56.42372322011,4.6,10.9,Popu,4.0
-114.559669827544,54.5828126898273,14.8,5.4,Popu,4.0
-116.074499841524,56.6037819642196,11.7,9.0,Pice,4.0
-115.482795209733,57.3899275997518,14.8,80.6,Pice,4.0
-115.611888839817,55.9306061496994,11.9,8.9,Popu,4.0
-117.022919999797,59.1865990000432,15.1,55.8,Pice,4.0
-115.33444497976,56.417978304542,2.7,1.9,Popu,4.0
-114.545916079482,58.4575852010148,9.8,8.4,Popu,4.0
-115.020181970216,52.621847360068,8.3,87.5,Popu,4.0
-119.496582998658,59.428229999791,15.2,117.6,Pice,4.0
-110.73395077046,55.9347956794648,11.7,8.6,Popu,4.0
-115.312820045404,55.2586661821526,8.1,32.7,Popu,4.0
-114.860423280054,51.1567261501436,-5.1,17.4,Popu,4.0
